cr_year,cat,article_total,name,oa_articles,oa_share
2017,Global,188315,Crossref,8338,0.04427687651010275
2017,Global,188315,Unpaywall,8649,0.04592836470806893
2018,Global,197771,Crossref,11581,0.05855762472758898
2018,Global,197771,Unpaywall,11869,0.06001385440737014
2019,Global,204453,Crossref,17713,0.0866360483827579
2019,Global,204453,Unpaywall,17359,0.08490459910101589
2020,Global,221135,Crossref,31260,0.1413616116851697
2020,Global,221135,Unpaywall,29290,0.13245302643181767
2021,Global,217864,Crossref,39127,0.17959369147725188
2021,Global,217864,Unpaywall,27098,0.12438034737267287
2022,Global,206023,Crossref,54350,0.2638054974444601
2022,Global,206023,Unpaywall,39907,0.19370167408493227
2023,Global,207723,Crossref,71105,0.34230682206592433
2023,Global,207723,Unpaywall,64785,0.31188168859490767
2024,Global,222351,Crossref,79896,0.3593237718741989
2024,Global,222351,Unpaywall,67759,0.3047389038052449
2025,Global,100170,Crossref,35508,0.3544773884396526
2025,Global,100170,Unpaywall,29199,0.2914944594189877
