cr_year,cat,article_total,name,oa_articles,oa_share
2017,Global,70400,Crossref,1775,0.02521306818181818
2017,Global,70400,Unpaywall,3082,0.04377840909090909
2018,Global,68543,Crossref,3427,0.04999781159272282
2018,Global,68543,Unpaywall,3861,0.05632960331470756
2019,Global,55928,Crossref,4575,0.08180160205979116
2019,Global,55928,Unpaywall,4619,0.08258832785009297
2020,Global,62109,Crossref,6605,0.1063452961728574
2020,Global,62109,Unpaywall,6693,0.10776216007341931
2021,Global,58087,Crossref,8957,0.15419973488043798
2021,Global,58087,Unpaywall,8331,0.14342279683922393
2022,Global,50843,Crossref,10404,0.20462993922467204
2022,Global,50843,Unpaywall,9100,0.17898235745333674
2023,Global,49631,Crossref,11987,0.24152243557454012
2023,Global,49631,Unpaywall,12801,0.2579234752473253
2024,Global,51288,Crossref,13783,0.2687373264701295
2024,Global,51288,Unpaywall,14077,0.2744696615192638
2025,Global,52070,Crossref,14924,0.2866141732283465
2025,Global,52070,Unpaywall,15443,0.2965815248703668
2026,Global,8773,Crossref,1722,0.19628405334549184
2026,Global,8773,Unpaywall,1985,0.2262623959876895
