cr_year,cat,article_total,name,oa_articles,oa_share
2017,Global,4611,Crossref,180,0.03903708523096942
2017,Global,4611,Unpaywall,181,0.03925395792669703
2018,Global,4827,Crossref,221,0.04578413093018438
2018,Global,4827,Unpaywall,225,0.04661280298321939
2019,Global,4775,Crossref,237,0.04963350785340314
2019,Global,4775,Unpaywall,254,0.05319371727748691
2020,Global,4734,Crossref,458,0.09674693705111956
2020,Global,4734,Unpaywall,474,0.10012674271229405
2021,Global,5121,Crossref,795,0.1552431165787932
2021,Global,5121,Unpaywall,801,0.15641476274165203
2022,Global,3893,Crossref,866,0.22245055227331106
2022,Global,3893,Unpaywall,797,0.20472643205753918
2023,Global,1586,Crossref,382,0.2408575031525851
2023,Global,1586,Unpaywall,254,0.1601513240857503
