cr_year,esac_publisher,agreement,lead,collection,articles,oa_articles,oa_prop,all_journals,oa_journals,journal_prop
2022,De Gruyter (SUB Göttingen),De Gruyter,SUB Göttingen,Germany,286,142,0.4965034965034965,77,54,0.7012987012987013
2022,De Gruyter (ZBW),De Gruyter,ZBW,Germany,135,29,0.21481481481481482,28,8,0.2857142857142857
2022,ECS (TIB),ECS,TIB,Germany,108,79,0.7314814814814815,2,1,0.5
2022,Elsevier (DEAL),Elsevier,DEAL,Germany,13515,2822,0.2088050314465409,1465,917,0.625938566552901
2022,Hogrefe (SUB Göttingen),Hogrefe,SUB Göttingen,Germany,355,210,0.5915492957746479,25,25,1
2022,IOP (TIB),IOP,TIB,Germany,733,559,0.762619372442019,51,51,1
2022,Karger (BSB),Karger,BSB,Germany,355,110,0.30985915492957744,56,38,0.6785714285714286
2022,Nature (MPDL),Nature,MPDL,Germany,625,269,0.4304,35,34,0.9714285714285714
2022,Portland Press (TIB),Portland Press,TIB,Germany,24,19,0.7916666666666666,5,5,1
2022,RSC (TIB),RSC,TIB,Germany,1067,526,0.492970946579194,37,36,0.972972972972973
2022,SPIE (TIB),SPIE,TIB,Germany,29,0,0,5,0,0
2022,Sage (BSB),Sage,BSB,Germany,1520,801,0.5269736842105263,450,332,0.7377777777777778
2022,Springer Hybrid (DEAL),Springer Hybrid,DEAL,Germany,12953,9865,0.7615996294294758,1441,1360,0.9437890353920888
2022,TaylorFrancis (ZBW),TaylorFrancis,ZBW,Germany,525,162,0.30857142857142855,141,65,0.46099290780141844
2022,Thieme (ZB MED),Thieme,ZB MED,Germany,51,17,0.3333333333333333,5,4,0.8
2022,Wiley Hybrid (DEAL),Wiley Hybrid,DEAL,Germany,10002,8268,0.826634673065387,1010,956,0.9465346534653465
2023,ACM (hebis),ACM,hebis,Germany,233,0,0,41,0,0
2023,AIP (TIB),AIP,TIB,Germany,777,0,0,23,0,0
2023,BMJ (BSB),BMJ,BSB,Germany,159,78,0.49056603773584906,22,17,0.7727272727272727
2023,CUP (BSB),CUP,BSB,Germany,769,497,0.64629388816645,203,177,0.8719211822660099
2023,De Gruyter (SUB Göttingen),De Gruyter,SUB Göttingen,Germany,300,153,0.51,76,53,0.6973684210526315
2023,De Gruyter (ZBW),De Gruyter,ZBW,Germany,124,70,0.5645161290322581,24,11,0.4583333333333333
2023,ECS (TIB),ECS,TIB,Germany,102,93,0.9117647058823529,2,2,1
2023,Elsevier (DEAL),Elsevier,DEAL,Germany,13076,3135,0.23975221780360967,1466,944,0.6439290586630286
2023,Hogrefe (SUB Göttingen),Hogrefe,SUB Göttingen,Germany,355,237,0.6676056338028169,26,25,0.9615384615384616
2023,IOP (TIB),IOP,TIB,Germany,717,590,0.8228730822873083,49,48,0.9795918367346939
2023,Karger (BSB),Karger,BSB,Germany,295,109,0.3694915254237288,54,36,0.6666666666666666
2023,Nature (MPDL),Nature,MPDL,Germany,696,352,0.5057471264367817,35,34,0.9714285714285714
2023,Portland Press (TIB),Portland Press,TIB,Germany,16,8,0.5,5,5,1
2023,RSC (TIB),RSC,TIB,Germany,942,489,0.5191082802547771,37,35,0.9459459459459459
2023,SPIE (TIB),SPIE,TIB,Germany,27,0,0,6,0,0
2023,Sage (BSB),Sage,BSB,Germany,1454,820,0.5639614855570839,453,327,0.7218543046357616
2023,Springer Hybrid (DEAL),Springer Hybrid,DEAL,Germany,11910,9475,0.7955499580184718,1423,1331,0.9353478566408995
2023,TaylorFrancis (ZBW),TaylorFrancis,ZBW,Germany,464,156,0.33620689655172414,128,76,0.59375
2023,Thieme (ZB MED),Thieme,ZB MED,Germany,55,20,0.36363636363636365,5,5,1
2023,Wiley Hybrid (DEAL),Wiley Hybrid,DEAL,Germany,10577,8958,0.846932022312565,991,936,0.9445005045408678
2024,ACM (hebis),ACM,hebis,Germany,214,0,0,44,0,0
2024,AIP (TIB),AIP,TIB,Germany,655,0,0,22,0,0
2024,BMJ (BSB),BMJ,BSB,Germany,127,67,0.5275590551181102,19,15,0.7894736842105263
2024,CUP (BSB),CUP,BSB,Germany,304,233,0.7664473684210527,128,113,0.8828125
2024,De Gruyter (SUB Göttingen),De Gruyter,SUB Göttingen,Germany,168,98,0.5833333333333334,57,42,0.7368421052631579
2024,De Gruyter (ZBW),De Gruyter,ZBW,Germany,96,50,0.5208333333333334,19,12,0.631578947368421
2024,ECS (TIB),ECS,TIB,Germany,66,58,0.8787878787878788,2,2,1
2024,Elsevier (DEAL),Elsevier,DEAL,Germany,11250,7276,0.6467555555555555,1413,1289,0.9122434536447275
2024,Hogrefe (SUB Göttingen),Hogrefe,SUB Göttingen,Germany,350,232,0.6628571428571428,23,23,1
2024,IOP (TIB),IOP,TIB,Germany,506,411,0.8122529644268774,51,50,0.9803921568627451
2024,Karger (BSB),Karger,BSB,Germany,197,75,0.38071065989847713,45,28,0.6222222222222222
2024,Nature (MPDL),Nature,MPDL,Germany,603,338,0.560530679933665,35,35,1
2024,Portland Press (TIB),Portland Press,TIB,Germany,15,11,0.7333333333333333,4,4,1
2024,RSC (TIB),RSC,TIB,Germany,931,706,0.7583243823845328,35,34,0.9714285714285714
2024,SPIE (TIB),SPIE,TIB,Germany,25,0,0,5,0,0
2024,Sage (BSB),Sage,BSB,Germany,1202,715,0.5948419301164726,428,316,0.7383177570093458
2024,Springer Hybrid (DEAL),Springer Hybrid,DEAL,Germany,8778,6976,0.7947140578719526,1233,1146,0.9294403892944039
2024,TaylorFrancis (ZBW),TaylorFrancis,ZBW,Germany,451,257,0.5698447893569845,126,88,0.6984126984126984
2024,Thieme (ZB MED),Thieme,ZB MED,Germany,49,16,0.32653061224489793,5,4,0.8
2024,Wiley Hybrid (DEAL),Wiley Hybrid,DEAL,Germany,8307,6875,0.8276152642349826,914,844,0.9234135667396062
