cr_year,cat,article_total,name,oa_articles,oa_share
2017,Germany,1456,Crossref,125,0.08585164835164835
2017,Germany,1456,Unpaywall,267,0.18337912087912087
2018,Germany,1371,Crossref,264,0.1925601750547046
2018,Germany,1371,Unpaywall,264,0.1925601750547046
2019,Germany,1353,Crossref,397,0.2934220251293422
2019,Germany,1353,Unpaywall,397,0.2934220251293422
2020,Germany,1299,Crossref,453,0.34872979214780603
2020,Germany,1299,Unpaywall,452,0.3479599692070824
2021,Germany,1224,Crossref,486,0.39705882352941174
2021,Germany,1224,Unpaywall,482,0.3937908496732026
2022,Germany,1095,Crossref,546,0.4986301369863014
2022,Germany,1095,Unpaywall,541,0.4940639269406393
2023,Germany,865,Crossref,454,0.5248554913294797
2023,Germany,865,Unpaywall,338,0.39075144508670523
