cr_year,cat,article_total,name,oa_articles,oa_share
2017,Global,29231,Crossref,690,0.023605076802025247
2017,Global,29231,Unpaywall,2418,0.08272039957579282
2018,Global,29911,Crossref,2107,0.07044231219283875
2018,Global,29911,Unpaywall,2110,0.0705426097422353
2019,Global,31307,Crossref,2579,0.08237774299677389
2019,Global,31307,Unpaywall,2581,0.08244162647331267
2020,Global,32261,Crossref,3316,0.10278664641517622
2020,Global,32261,Unpaywall,3303,0.10238368308483928
2021,Global,31200,Crossref,3615,0.11586538461538462
2021,Global,31200,Unpaywall,3667,0.11753205128205128
2022,Global,30479,Crossref,4043,0.13264870894714392
2022,Global,30479,Unpaywall,4032,0.13228780471800256
2023,Global,30740,Crossref,5068,0.16486662329212753
2023,Global,30740,Unpaywall,5861,0.19066363044892648
2024,Global,19660,Crossref,4124,0.20976602238046796
2024,Global,19660,Unpaywall,4499,0.22884028484231944
