esac_publisher,cat,name,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Royal Society of Chemistry,Germany,TDM Support,0.008403361344537815,0.00392156862745098,0.007731958762886598,0.004514672686230248,0.015250544662309368,0.037037037037037035,0.027659574468085105,0.010610079575596816,0.005221932114882507,0.0125
Royal Society of Chemistry,Germany,ORCID,0.9243697478991597,0.9607843137254902,0.9432989690721649,0.9548532731376975,0.9738562091503268,0.9785575048732943,0.9787234042553191,0.9774535809018567,0.9830287206266318,0.9675
Royal Society of Chemistry,Germany,Funder info,0.5462184873949579,0.792156862745098,0.8015463917525774,0.8306997742663657,0.8518518518518519,0.8752436647173489,0.8957446808510638,0.8687002652519894,0.8590078328981723,0.835
Royal Society of Chemistry,Germany,Open Abstracts,0.9915966386554622,0.996078431372549,0.9922680412371134,0.9954853273137697,1,1,0.997872340425532,1,0.9986945169712794,0.995
Royal Society of Chemistry,Germany,Open Citations,0.9663865546218487,0.9607843137254902,0.9484536082474226,0.9593679458239278,0.9738562091503268,0.9805068226120858,0.9808510638297873,0.9787798408488063,0.9882506527415144,0.975
Royal Society of Chemistry,Global,TDM Support,0.01524390243902439,0.00815494393476045,0.007929883138564273,0.005756315957787016,0.0110658124635993,0.0199632256369845,0.011373209772535805,0.009664131812420786,0.006515091078314054,0.00974025974025974
Royal Society of Chemistry,Global,ORCID,0.8932926829268293,0.8460754332313966,0.8526711185308848,0.8631275983370643,0.8934187536400698,0.8991331757289204,0.9199663016006739,0.9345690747782003,0.9351150113016886,0.8932900432900432
Royal Society of Chemistry,Global,Funder info,0.5899390243902439,0.7492354740061162,0.7558430717863105,0.7678285897025904,0.7993593476994758,0.8534278959810875,0.8919545071609098,0.8898922686945501,0.8768780747241058,0.8257575757575758
Royal Society of Chemistry,Global,Open Abstracts,0.9832317073170732,0.9908256880733946,0.991652754590985,0.994243684042213,1,0.9994746519569214,0.9995787700084247,0.9998415716096325,0.9992022337455125,0.9965367965367965
Royal Society of Chemistry,Global,Open Citations,0.9314024390243902,0.8445463812436289,0.8564273789649416,0.8708026862807803,0.8937099592312172,0.9012345679012346,0.9201769165964616,0.9394803548795945,0.93777423214998,0.8982683982683982
