cr_year,cat,article_total,name,oa_articles,oa_share
2017,Global,31052,Crossref,646,0.02080381295890764
2017,Global,31052,Unpaywall,2332,0.07509983253896689
2018,Global,32202,Crossref,2041,0.06338115644990994
2018,Global,32202,Unpaywall,2041,0.06338115644990994
2019,Global,33635,Crossref,2502,0.07438679946484317
2019,Global,33635,Unpaywall,2500,0.07432733759476735
2020,Global,35031,Crossref,3263,0.09314607062316234
2020,Global,35031,Unpaywall,3245,0.09263224001598584
2021,Global,33913,Crossref,3620,0.10674372659452128
2021,Global,33913,Unpaywall,3589,0.10582962285849085
2022,Global,32809,Crossref,3926,0.11966228778688774
2022,Global,32809,Unpaywall,3862,0.11771160352342346
2023,Global,17308,Crossref,2433,0.14057083429627917
2023,Global,17308,Unpaywall,2073,0.11977120406748325
