cr_year,issn_l,collection,articles,oa_articles
2017,0018-5043,de,25,0
2017,0018-5043,global,134,0
2017,0026-1270,de,3,0
2017,0026-1270,global,56,1
2017,0172-4622,de,11,1
2017,0172-4622,global,154,1
2017,0176-3679,de,19,0
2017,0176-3679,global,51,0
2017,0340-6245,de,22,0
2017,0340-6245,global,281,14
2018,0018-5043,de,14,1
2018,0018-5043,global,118,1
2018,0026-1270,de,3,0
2018,0026-1270,global,35,0
2018,0172-4622,de,13,0
2018,0172-4622,global,137,0
2018,0176-3679,de,21,0
2018,0176-3679,global,44,0
2018,0340-6245,de,34,2
2018,0340-6245,global,267,20
2019,0018-5043,de,8,2
2019,0018-5043,global,93,2
2019,0026-1270,de,4,1
2019,0026-1270,global,30,1
2019,0172-4622,de,8,0
2019,0172-4622,global,128,2
2019,0176-3679,de,12,0
2019,0176-3679,global,25,0
2019,0340-6245,de,52,7
2019,0340-6245,global,238,28
2020,0018-5043,de,16,7
2020,0018-5043,global,128,10
2020,0026-1270,de,1,0
2020,0026-1270,global,25,4
2020,0172-4622,de,13,0
2020,0172-4622,global,219,4
2020,0176-3679,de,17,0
2020,0176-3679,global,35,0
2020,0340-6245,de,25,2
2020,0340-6245,global,254,23
2021,0018-5043,de,13,4
2021,0018-5043,global,90,7
2021,0026-1270,de,6,2
2021,0026-1270,global,19,2
2021,0172-4622,de,10,5
2021,0172-4622,global,158,11
2021,0176-3679,de,12,2
2021,0176-3679,global,34,4
2021,0340-6245,de,28,8
2021,0340-6245,global,223,35
2022,0018-5043,de,18,5
2022,0018-5043,global,118,11
2022,0026-1270,de,1,0
2022,0026-1270,global,22,2
2022,0172-4622,de,10,6
2022,0172-4622,global,118,20
2022,0176-3679,de,8,3
2022,0176-3679,global,25,6
2022,0340-6245,de,14,3
2022,0340-6245,global,148,38
2023,0018-5043,de,15,4
2023,0018-5043,global,132,17
2023,0026-1270,de,5,2
2023,0026-1270,global,20,10
2023,0172-4622,de,6,3
2023,0172-4622,global,119,13
2023,0176-3679,de,13,5
2023,0176-3679,global,28,5
2023,0340-6245,de,16,5
2023,0340-6245,global,158,33
2024,0018-5043,de,14,2
2024,0018-5043,global,59,2
2024,0026-1270,de,2,2
2024,0026-1270,global,4,4
2024,0172-4622,de,3,0
2024,0172-4622,global,55,5
2024,0176-3679,de,8,5
2024,0176-3679,global,22,6
2024,0340-6245,de,6,1
2024,0340-6245,global,56,17
