cr_year,esac_publisher,collection,articles,oa_articles,oa_prop
2017,ACM (hebis),de,129,0,0
2017,AIP (TIB),de,1141,1,8.764241893076249e-4
2017,BMJ (BSB),de,170,0,0
2017,CUP (BSB),de,627,25,0.03987240829346093
2017,De Gruyter (SUB Göttingen),de,223,8,0.03587443946188341
2017,De Gruyter (ZBW),de,134,7,0.05223880597014925
2017,ECS (TIB),de,89,0,0
2017,Elsevier (DEAL),de,16126,880,0.054570259208731244
2017,Hogrefe (SUB Göttingen),de,287,7,0.024390243902439025
2017,IOP (TIB),de,1058,111,0.10491493383742911
2017,Karger (BSB),de,450,14,0.03111111111111111
2017,Nature (MPDL),de,423,5,0.01182033096926714
2017,Portland Press (TIB),de,31,3,0.0967741935483871
2017,RSC (TIB),de,1432,122,0.08519553072625698
2017,Sage (BSB),de,1384,3,0.002167630057803468
2017,SPIE (TIB),de,42,0,0
2017,Springer Hybrid (DEAL),de,13347,980,0.07342473964186709
2017,TaylorFrancis (ZBW),de,553,40,0.07233273056057866
2017,Thieme (ZB MED),de,80,1,0.0125
2017,Wiley Hybrid (DEAL),de,10543,530,0.05027032154035853
2018,ACM (hebis),de,145,0,0
2018,AIP (TIB),de,994,0,0
2018,BMJ (BSB),de,161,1,0.006211180124223602
2018,CUP (BSB),de,693,36,0.05194805194805195
2018,De Gruyter (SUB Göttingen),de,254,1,0.003937007874015748
2018,De Gruyter (ZBW),de,140,8,0.05714285714285714
2018,ECS (TIB),de,130,75,0.5769230769230769
2018,Elsevier (DEAL),de,16113,1059,0.06572332898901508
2018,Hogrefe (SUB Göttingen),de,320,8,0.025
2018,IOP (TIB),de,937,173,0.18463180362860193
2018,Karger (BSB),de,458,14,0.03056768558951965
2018,Nature (MPDL),de,523,8,0.015296367112810707
2018,Portland Press (TIB),de,35,8,0.22857142857142856
2018,RSC (TIB),de,1332,259,0.19444444444444445
2018,Sage (BSB),de,1377,10,0.007262164124909223
2018,SPIE (TIB),de,44,0,0
2018,Springer Hybrid (DEAL),de,13308,1090,0.08190562067929065
2018,TaylorFrancis (ZBW),de,518,58,0.11196911196911197
2018,Thieme (ZB MED),de,85,3,0.03529411764705882
2018,Wiley Hybrid (DEAL),de,10887,696,0.06392945715073023
2019,ACM (hebis),de,160,0,0
2019,AIP (TIB),de,962,0,0
2019,BMJ (BSB),de,169,16,0.09467455621301775
2019,CUP (BSB),de,586,205,0.34982935153583616
2019,De Gruyter (SUB Göttingen),de,284,11,0.03873239436619718
2019,De Gruyter (ZBW),de,171,29,0.1695906432748538
2019,ECS (TIB),de,115,90,0.782608695652174
2019,Elsevier (DEAL),de,15537,1243,0.08000257449958165
2019,Hogrefe (SUB Göttingen),de,348,26,0.07471264367816093
2019,IOP (TIB),de,832,298,0.3581730769230769
2019,Karger (BSB),de,428,15,0.035046728971962614
2019,Nature (MPDL),de,562,4,0.0071174377224199285
2019,Portland Press (TIB),de,48,10,0.20833333333333334
2019,RSC (TIB),de,1327,392,0.29540316503391106
2019,Sage (BSB),de,1439,99,0.06879777623349548
2019,SPIE (TIB),de,38,0,0
2019,Springer Hybrid (DEAL),de,13306,1285,0.09657297459792574
2019,TaylorFrancis (ZBW),de,568,92,0.1619718309859155
2019,Thieme (ZB MED),de,84,10,0.11904761904761904
2019,Wiley Hybrid (DEAL),de,10510,3773,0.35899143672692674
2020,ACM (hebis),de,160,0,0
2020,AIP (TIB),de,917,0,0
2020,BMJ (BSB),de,204,51,0.25
2020,CUP (BSB),de,712,297,0.41713483146067415
2020,De Gruyter (SUB Göttingen),de,279,11,0.03942652329749104
2020,De Gruyter (ZBW),de,120,12,0.1
2020,ECS (TIB),de,124,85,0.6854838709677419
2020,Elsevier (DEAL),de,14732,1586,0.1076568015204996
2020,Hogrefe (SUB Göttingen),de,362,34,0.09392265193370165
2020,IOP (TIB),de,867,402,0.46366782006920415
2020,Karger (BSB),de,522,94,0.18007662835249041
2020,Nature (MPDL),de,516,10,0.01937984496124031
2020,Portland Press (TIB),de,34,18,0.5294117647058824
2020,RSC (TIB),de,1267,447,0.35280189423835834
2020,Sage (BSB),de,1483,368,0.24814565070802427
2020,SPIE (TIB),de,32,0,0
2020,Springer Hybrid (DEAL),de,14663,8604,0.5867830594012139
2020,TaylorFrancis (ZBW),de,586,107,0.1825938566552901
2020,Thieme (ZB MED),de,72,9,0.125
2020,Wiley Hybrid (DEAL),de,11512,8675,0.7535615010423905
2021,ACM (hebis),de,190,0,0
2021,AIP (TIB),de,879,0,0
2021,BMJ (BSB),de,180,87,0.48333333333333334
2021,CUP (BSB),de,742,403,0.5431266846361186
2021,De Gruyter (SUB Göttingen),de,320,20,0.0625
2021,De Gruyter (ZBW),de,130,18,0.13846153846153847
2021,ECS (TIB),de,103,79,0.7669902912621359
2021,Elsevier (DEAL),de,14998,2456,0.1637551673556474
2021,Hogrefe (SUB Göttingen),de,368,148,0.40217391304347827
2021,IOP (TIB),de,769,470,0.611183355006502
2021,Karger (BSB),de,480,132,0.275
2021,Nature (MPDL),de,588,148,0.25170068027210885
2021,Portland Press (TIB),de,48,31,0.6458333333333334
2021,RSC (TIB),de,1195,468,0.3916317991631799
2021,Sage (BSB),de,1480,719,0.4858108108108108
2021,SPIE (TIB),de,34,0,0
2021,Springer Hybrid (DEAL),de,15951,11020,0.6908657764403485
2021,TaylorFrancis (ZBW),de,589,175,0.29711375212224106
2021,Thieme (ZB MED),de,69,21,0.30434782608695654
2021,Wiley Hybrid (DEAL),de,11798,9839,0.8339549076114595
2022,ACM (hebis),de,215,0,0
2022,AIP (TIB),de,843,0,0
2022,BMJ (BSB),de,160,74,0.4625
2022,CUP (BSB),de,707,451,0.637906647807638
2022,De Gruyter (SUB Göttingen),de,286,142,0.4965034965034965
2022,De Gruyter (ZBW),de,136,30,0.22058823529411764
2022,ECS (TIB),de,106,79,0.7452830188679245
2022,Elsevier (DEAL),de,13139,2811,0.21394322246746328
2022,Hogrefe (SUB Göttingen),de,357,214,0.5994397759103641
2022,IOP (TIB),de,703,550,0.7823613086770982
2022,Karger (BSB),de,347,108,0.3112391930835735
2022,Nature (MPDL),de,623,268,0.4301765650080257
2022,Portland Press (TIB),de,24,19,0.7916666666666666
2022,RSC (TIB),de,1058,520,0.4914933837429111
2022,Sage (BSB),de,1514,794,0.52443857331572
2022,SPIE (TIB),de,29,0,0
2022,Springer Hybrid (DEAL),de,12944,9857,0.7615111248454882
2022,TaylorFrancis (ZBW),de,524,162,0.30916030534351147
2022,Thieme (ZB MED),de,51,17,0.3333333333333333
2022,Wiley Hybrid (DEAL),de,9951,8234,0.8274545271831977
2023,ACM (hebis),de,234,0,0
2023,AIP (TIB),de,774,0,0
2023,BMJ (BSB),de,158,80,0.5063291139240507
2023,CUP (BSB),de,737,477,0.6472184531886025
2023,De Gruyter (SUB Göttingen),de,294,151,0.5136054421768708
2023,De Gruyter (ZBW),de,126,72,0.5714285714285714
2023,ECS (TIB),de,102,93,0.9117647058823529
2023,Elsevier (DEAL),de,12934,3110,0.2404515231173651
2023,Hogrefe (SUB Göttingen),de,359,241,0.6713091922005571
2023,IOP (TIB),de,708,584,0.8248587570621468
2023,Karger (BSB),de,236,88,0.3728813559322034
2023,Nature (MPDL),de,690,348,0.5043478260869565
2023,Portland Press (TIB),de,16,8,0.5
2023,RSC (TIB),de,930,489,0.5258064516129032
2023,Sage (BSB),de,1448,813,0.56146408839779
2023,SPIE (TIB),de,27,0,0
2023,Springer Hybrid (DEAL),de,11866,9439,0.7954660374178325
2023,TaylorFrancis (ZBW),de,460,156,0.3391304347826087
2023,Thieme (ZB MED),de,55,19,0.34545454545454546
2023,Wiley Hybrid (DEAL),de,10421,8902,0.8542366375587755
2024,ACM (hebis),de,116,0,0
2024,AIP (TIB),de,354,0,0
2024,BMJ (BSB),de,75,36,0.48
2024,CUP (BSB),de,182,132,0.7252747252747253
2024,De Gruyter (SUB Göttingen),de,88,55,0.625
2024,De Gruyter (ZBW),de,42,21,0.5
2024,ECS (TIB),de,29,26,0.896551724137931
2024,Elsevier (DEAL),de,7864,4614,0.5867243133265514
2024,Hogrefe (SUB Göttingen),de,215,140,0.6511627906976745
2024,IOP (TIB),de,322,246,0.7639751552795031
2024,Karger (BSB),de,89,32,0.3595505617977528
2024,Nature (MPDL),de,381,207,0.5433070866141733
2024,Portland Press (TIB),de,11,8,0.7272727272727273
2024,RSC (TIB),de,540,397,0.7351851851851852
2024,Sage (BSB),de,703,419,0.5960170697012802
2024,SPIE (TIB),de,14,0,0
2024,Springer Hybrid (DEAL),de,5218,4165,0.7981985435032579
2024,TaylorFrancis (ZBW),de,264,127,0.4810606060606061
2024,Thieme (ZB MED),de,33,10,0.30303030303030304
2024,Wiley Hybrid (DEAL),de,4917,3955,0.8043522473052674
