cr_year,cc,cc_total,jn_all,prop
2017,CC BY,32519,1631359,0.019933687189637596
2017,CC BY-SA,1,1631359,6.129858602551615e-7
2017,CC BY-NC,3352,1631359,0.0020547286035753013
2017,CC BY-NC-SA,676,1631359,4.143784415324892e-4
2017,CC BY-ND,7,1631359,4.2909010217861305e-6
2017,CC BY-NC-ND,15149,1631359,0.009286122797005442
2018,CC BY,42544,1676103,0.025382688295409052
2018,CC BY-SA,4,1676103,2.3864881812155938e-6
2018,CC BY-NC,5647,1676103,0.0033691246898311144
2018,CC BY-NC-SA,233,1676103,1.3901293655580832e-4
2018,CC BY-ND,2,1676103,1.1932440906077969e-6
2018,CC BY-NC-ND,17614,1676103,0.010508900705982866
2019,CC BY,52737,1714977,0.03075084971985047
2019,CC BY-SA,22,1714977,1.2828160377661041e-5
2019,CC BY-NC,8855,1714977,0.005163334552008569
2019,CC BY-NC-SA,158,1714977,9.212951543956566e-5
2019,CC BY-ND,10,1714977,5.830981989845928e-6
2019,CC BY-NC-ND,24555,1714977,0.014317976276066676
2020,CC BY,91665,1812431,0.05057571846873067
2020,CC BY-SA,28,1812431,1.5448863984339267e-5
2020,CC BY-NC,15241,1812431,0.008409147713761242
2020,CC BY-NC-SA,212,1812431,1.1696997016714016e-4
2020,CC BY-ND,13,1812431,7.172686849871802e-6
2020,CC BY-NC-ND,33000,1812431,0.01820758969582842
2021,CC BY,126708,1854415,0.06832774756459584
2021,CC BY-SA,1,1854415,5.39253619065851e-7
2021,CC BY-NC,18963,1854415,0.010225866378345732
2021,CC BY-NC-SA,320,1854415,1.725611581010723e-4
2021,CC BY-ND,22,1854415,1.1863579619448722e-5
2021,CC BY-NC-ND,54381,1854415,0.02932515105842004
2022,CC BY,156262,1816625,0.08601775270075002
2022,CC BY-SA,43,1816625,2.3670267666689603e-5
2022,CC BY-NC,24150,1816625,0.013293882887222185
2022,CC BY-NC-SA,349,1816625,1.9211449803894584e-4
2022,CC BY-ND,13,1816625,7.156127434115462e-6
2022,CC BY-NC-ND,67683,1816625,0.03725755177871052
2023,CC BY,198171,1812371,0.10934350637921264
2023,CC BY-SA,164,1812371,9.048919895540152e-5
2023,CC BY-NC,30555,1812371,0.01685913093952618
2023,CC BY-NC-SA,339,1812371,1.870477954017141e-4
2023,CC BY-ND,67,1812371,3.696814835373111e-5
2023,CC BY-NC-ND,76352,1812371,0.04212823974782205
2024,CC BY,136708,1118941,0.12217623628055456
2024,CC BY-SA,205,1118941,1.8320894488628087e-4
2024,CC BY-NC,22613,1118941,0.020209287174212043
2024,CC BY-NC-SA,157,1118941,1.4031124071778582e-4
2024,CC BY-ND,46,1118941,4.111029982814107e-5
2024,CC BY-NC-ND,47925,1118941,0.04283067650573176
