cr_year,cat,article_total,name,oa_articles,oa_share
2017,Germany,1648,Crossref,20,0.012135922330097087
2017,Germany,1648,Unpaywall,39,0.02366504854368932
2018,Germany,1604,Crossref,25,0.015586034912718205
2018,Germany,1604,Unpaywall,49,0.03054862842892768
2019,Germany,1706,Crossref,123,0.07209847596717468
2019,Germany,1706,Unpaywall,254,0.1488862837045721
2020,Germany,1721,Crossref,412,0.23939570017431724
2020,Germany,1721,Unpaywall,395,0.2295177222545032
2021,Germany,1709,Crossref,741,0.43358689291983615
2021,Germany,1709,Unpaywall,646,0.3779988297249854
2022,Germany,1730,Crossref,810,0.4682080924855491
2022,Germany,1730,Unpaywall,667,0.3855491329479769
2023,Germany,1649,Crossref,801,0.48574893875075803
2023,Germany,1649,Unpaywall,816,0.4948453608247423
2024,Germany,1655,Crossref,824,0.49788519637462236
2024,Germany,1655,Unpaywall,675,0.4078549848942598
2025,Germany,620,Crossref,94,0.15161290322580645
2025,Germany,620,Unpaywall,37,0.05967741935483871
