esac_publisher,cat,name,2017,2018,2019,2020,2021,2022,2023,2024,2025
Sage,Germany,TDM Support,0.45,0.84,0.9105691056910569,0.9199029126213593,0.9568733153638814,0.9481481481481482,0.951715374841169,0.9447513812154696,0.9366197183098591
Sage,Germany,ORCID,0.1,0.2,0.6016260162601627,0.7378640776699029,0.8463611859838275,0.8691358024691358,0.8843710292249047,0.8908839779005525,0.9647887323943662
Sage,Germany,Funder info,0.15,0.16,0.3333333333333333,0.3859223300970874,0.37331536388140163,0.3790123456790123,0.4332909783989835,0.44060773480662985,0.44366197183098594
Sage,Germany,Open Abstracts,0.45,0.68,0.8780487804878049,0.9393203883495146,0.9636118598382749,0.9691358024691358,0.9758576874205845,0.9792817679558011,0.9929577464788732
Sage,Germany,Open Citations,1,1,0.991869918699187,0.970873786407767,0.9690026954177897,0.9555555555555556,0.9707750952986023,0.9640883977900553,0.9436619718309859
Sage,Global,TDM Support,0.6978131212723658,0.8213166144200627,0.8610478359908884,0.9521475929662727,0.9424652126714694,0.9319941024695909,0.9378218430558758,0.9278954861401892,0.92230296254891
Sage,Global,ORCID,0.13518886679920478,0.28056426332288403,0.5398633257403189,0.7581435572211012,0.8236455146550873,0.8479542941393291,0.8575820459611099,0.8632442843982916,0.9362772498602572
Sage,Global,Funder info,0.18886679920477137,0.26802507836990597,0.360668185269552,0.36062265782646297,0.3778742721800059,0.3982676004423148,0.38859426638997774,0.3889121514111046,0.41922861934041367
Sage,Global,Open Abstracts,0.5526838966202783,0.7554858934169278,0.8185269552012149,0.914528682617469,0.9498667719332873,0.9490416513085146,0.9561140573361002,0.9607235574909974,0.9625489100055897
Sage,Global,Open Citations,0.9622266401590457,0.9827586206896551,0.9772209567198178,0.9486883828192563,0.9549985196881476,0.9495023958717287,0.9479671047575129,0.9481617954945147,0.9471771939631078
