cr_year,issn_l,collection,articles,oa_articles
2017,0001-4788,de,3,0
2017,0001-4788,global,37,3
2017,0002-0184,de,0,0
2017,0002-0184,global,39,0
2017,0003-1305,de,0,0
2017,0003-1305,global,63,0
2017,0003-6846,de,24,2
2017,0003-6846,global,354,7
2017,0007-4918,de,0,0
2017,0007-4918,global,33,2
2017,0007-6791,de,11,0
2017,0007-6791,global,138,8
2017,0008-3968,de,3,2
2017,0008-3968,global,65,2
2017,0012-8775,de,1,0
2017,0012-8775,global,27,0
2017,0013-0095,de,3,0
2017,0013-0095,global,35,5
2017,0013-791X,de,0,0
2017,0013-791X,global,15,0
2017,0015-198X,de,0,0
2017,0015-198X,global,34,0
2017,0020-7543,de,21,0
2017,0020-7543,global,427,11
2017,0020-8825,de,0,0
2017,0020-8825,global,21,0
2017,0021-3624,de,0,0
2017,0021-3624,global,66,0
2017,0022-0388,de,10,0
2017,0022-0388,global,162,15
2017,0022-0485,de,1,0
2017,0022-0485,global,42,1
2017,0023-656X,de,3,0
2017,0023-656X,global,33,2
2017,0032-4728,de,3,3
2017,0032-4728,global,32,11
2017,0034-3404,de,9,2
2017,0034-3404,global,160,12
2017,0034-6764,de,1,0
2017,0034-6764,global,20,5
2017,0047-2336,de,0,0
2017,0047-2336,global,59,1
2017,0077-9954,de,0,0
2017,0077-9954,global,22,0
2017,0091-3367,de,2,0
2017,0091-3367,global,39,1
2017,0092-7678,de,0,0
2017,0092-7678,global,9,0
2017,0140-2382,de,14,1
2017,0140-2382,global,85,18
2017,0141-9870,de,10,2
2017,0141-9870,global,345,23
2017,0143-6597,de,8,2
2017,0143-6597,global,149,12
2017,0144-1647,de,1,0
2017,0144-1647,global,65,7
2017,0160-3477,de,0,0
2017,0160-3477,global,37,0
2017,0160-5682,de,3,0
2017,0160-5682,global,200,1
2017,0160-8061,de,0,0
2017,0160-8061,global,29,0
2017,0162-1459,de,2,0
2017,0162-1459,global,168,9
2017,0194-4363,de,0,0
2017,0194-4363,global,67,0
2017,0196-6324,de,0,0
2017,0196-6324,global,36,0
2017,0210-2412,de,0,0
2017,0210-2412,global,21,0
2017,0225-5189,de,1,0
2017,0225-5189,global,56,4
2017,0250-8060,de,3,0
2017,0250-8060,global,69,8
2017,0251-3625,de,11,0
2017,0251-3625,global,93,2
2017,0258-9001,de,1,0
2017,0258-9001,global,50,1
2017,0263-4937,de,5,1
2017,0263-4937,global,49,1
2017,0264-2069,de,1,0
2017,0264-2069,global,86,0
2017,0265-0487,de,5,0
2017,0265-0487,global,51,3
2017,0267-257X,de,1,0
2017,0267-257X,global,79,1
2017,0269-2171,de,4,0
2017,0269-2171,global,58,0
2017,0303-1853,de,1,0
2017,0303-1853,global,29,1
2017,0305-6244,de,3,0
2017,0305-6244,global,58,0
2017,0305-7070,de,3,0
2017,0305-7070,global,117,0
2017,0306-6150,de,0,0
2017,0306-6150,global,106,11
2017,0306-8374,de,0,0
2017,0306-8374,global,123,0
2017,0308-5147,de,2,1
2017,0308-5147,global,26,4
2017,0308-8839,de,0,0
2017,0308-8839,global,74,2
2017,0315-5986,de,1,0
2017,0315-5986,global,39,0
2017,0346-1238,de,3,0
2017,0346-1238,global,30,0
2017,0358-5522,de,0,0
2017,0358-5522,global,29,1
2017,0376-835X,de,3,0
2017,0376-835X,global,61,2
2017,0577-5132,de,0,0
2017,0577-5132,global,43,1
2017,0703-6337,de,6,2
2017,0703-6337,global,66,10
2017,0707-8552,de,0,0
2017,0707-8552,global,19,0
2017,0735-0015,de,5,0
2017,0735-0015,global,120,4
2017,0735-2166,de,6,0
2017,0735-2166,global,208,1
2017,0735-9683,de,0,0
2017,0735-9683,global,19,1
2017,0736-0932,de,0,0
2017,0736-0932,global,31,3
2017,0736-6981,de,0,0
2017,0736-6981,global,22,0
2017,0742-1222,de,0,0
2017,0742-1222,global,46,1
2017,0747-4938,de,1,1
2017,0747-4938,global,47,3
2017,0827-6331,de,0,0
2017,0827-6331,global,34,0
2017,0883-2323,de,0,0
2017,0883-2323,global,44,0
2017,0884-1241,de,0,0
2017,0884-1241,global,15,0
2017,0885-3134,de,0,0
2017,0885-3134,global,29,0
2017,0885-3908,de,2,0
2017,0885-3908,global,44,0
2017,0891-1762,de,1,0
2017,0891-1762,global,38,1
2017,0891-1916,de,1,0
2017,0891-1916,global,19,0
2017,0895-6308,de,0,0
2017,0895-6308,global,73,1
2017,0895-9285,de,2,0
2017,0895-9285,global,17,2
2017,0895-9420,de,0,0
2017,0895-9420,global,20,1
2017,0896-1530,de,2,0
2017,0896-1530,global,28,1
2017,0897-4438,de,1,0
2017,0897-4438,global,38,1
2017,0897-5930,de,0,0
2017,0897-5930,global,18,0
2017,0898-5626,de,2,2
2017,0898-5626,global,46,6
2017,0899-7764,de,1,0
2017,0899-7764,global,10,0
2017,0951-2748,de,0,0
2017,0951-2748,global,64,2
2017,0953-5314,de,2,0
