cr_year,cat,article_total,name,oa_articles,oa_share
2017,Global,30055,Crossref,731,0.024322076193644983
2017,Global,30055,Unpaywall,905,0.030111462319081683
2018,Global,29732,Crossref,695,0.023375487690030942
2018,Global,29732,Unpaywall,848,0.028521458361361496
2019,Global,28930,Crossref,732,0.0253024541997926
2019,Global,28930,Unpaywall,972,0.033598340822675425
2020,Global,26171,Crossref,913,0.034885942455389556
2020,Global,26171,Unpaywall,1800,0.06877841886057086
2021,Global,23883,Crossref,1422,0.05954025876146213
2021,Global,23883,Unpaywall,1875,0.07850772516015576
2022,Global,28309,Crossref,1784,0.06301882793457911
2022,Global,28309,Unpaywall,2255,0.07965664629623088
2023,Global,45727,Crossref,2450,0.05357884838279354
2023,Global,45727,Unpaywall,2196,0.04802414328514882
2024,Global,40005,Crossref,4676,0.1168853893263342
2024,Global,40005,Unpaywall,3074,0.07684039495063118
2025,Global,13615,Crossref,1731,0.12713918472273228
2025,Global,13615,Unpaywall,1504,0.1104663973558575
