cr_year,cat,article_total,name,oa_articles,oa_share
2017,Global,9596,Crossref,62,0.006461025427261359
2017,Global,9596,Unpaywall,240,0.02501042100875365
2018,Global,10754,Crossref,94,0.008740933606100057
2018,Global,10754,Unpaywall,381,0.03542867770132044
2019,Global,11070,Crossref,83,0.007497741644083108
2019,Global,11070,Unpaywall,310,0.028003613369467027
2020,Global,10508,Crossref,155,0.014750666159116863
2020,Global,10508,Unpaywall,299,0.028454510848877047
2021,Global,11221,Crossref,551,0.04910435790036539
2021,Global,11221,Unpaywall,626,0.05578825416629534
2022,Global,12504,Crossref,1592,0.127319257837492
2022,Global,12504,Unpaywall,1710,0.13675623800383876
2023,Global,12794,Crossref,2328,0.1819602938877599
2023,Global,12794,Unpaywall,2068,0.161638267938096
