cr_year,cat,article_total,name,oa_articles,oa_share
2017,Global,28047,Crossref,1104,0.03936249866295861
2017,Global,28047,Unpaywall,1873,0.06678076086568974
2018,Global,27541,Crossref,1840,0.06680948404197379
2018,Global,27541,Unpaywall,1904,0.06913329218256417
2019,Global,26867,Crossref,2076,0.07726951278520118
2019,Global,26867,Unpaywall,1592,0.059254847954740016
2020,Global,29515,Crossref,2874,0.09737421650008471
2020,Global,29515,Unpaywall,2864,0.09703540572590208
2021,Global,27438,Crossref,3139,0.11440338217071215
2021,Global,27438,Unpaywall,3211,0.11702748013703623
2022,Global,27281,Crossref,3409,0.12495876250870569
2022,Global,27281,Unpaywall,3395,0.12444558483926542
2023,Global,26717,Crossref,4901,0.18344125463188232
2023,Global,26717,Unpaywall,5165,0.19332260358573194
2024,Global,7220,Crossref,1572,0.21772853185595567
2024,Global,7220,Unpaywall,1942,0.26897506925207754
