cr_year,jn_all,cc,cc_total,prop
2017,1207,CC BY,104,0.08616404308202154
2017,1207,CC BY-SA,0,0
2017,1207,CC BY-NC,0,0
2017,1207,CC BY-NC-SA,0,0
2017,1207,CC BY-ND,0,0
2017,1207,CC BY-NC-ND,0,0
2018,997,CC BY,199,0.1995987963891675
2018,997,CC BY-SA,0,0
2018,997,CC BY-NC,0,0
2018,997,CC BY-NC-SA,0,0
2018,997,CC BY-ND,0,0
2018,997,CC BY-NC-ND,23,0.023069207622868605
2019,830,CC BY,297,0.3578313253012048
2019,830,CC BY-SA,0,0
2019,830,CC BY-NC,0,0
2019,830,CC BY-NC-SA,0,0
2019,830,CC BY-ND,0,0
2019,830,CC BY-NC-ND,17,0.020481927710843374
2020,865,CC BY,383,0.44277456647398844
2020,865,CC BY-SA,0,0
2020,865,CC BY-NC,0,0
2020,865,CC BY-NC-SA,0,0
2020,865,CC BY-ND,0,0
2020,865,CC BY-NC-ND,18,0.020809248554913295
2021,696,CC BY,397,0.5704022988505747
2021,696,CC BY-SA,0,0
2021,696,CC BY-NC,0,0
2021,696,CC BY-NC-SA,0,0
2021,696,CC BY-ND,0,0
2021,696,CC BY-NC-ND,12,0.017241379310344827
2022,428,CC BY,296,0.6915887850467289
2022,428,CC BY-SA,0,0
2022,428,CC BY-NC,0,0
2022,428,CC BY-NC-SA,0,0
2022,428,CC BY-ND,0,0
2022,428,CC BY-NC-ND,5,0.011682242990654205
2023,196,CC BY,125,0.6377551020408163
2023,196,CC BY-SA,0,0
2023,196,CC BY-NC,0,0
2023,196,CC BY-NC-SA,0,0
2023,196,CC BY-ND,0,0
2023,196,CC BY-NC-ND,3,0.015306122448979591
