cr_year,issn_l,collection,articles,oa_articles
2017,0002-3752,de,0,0
2017,0002-3752,global,306,3
2017,0003-004X,de,29,0
2017,0003-004X,global,259,0
2017,0003-5696,de,0,0
2017,0003-5696,global,11,0
2017,0003-6390,de,0,0
2017,0003-6390,global,20,0
2017,0003-7982,de,8,0
2017,0003-7982,global,38,0
2017,0003-9101,de,3,0
2017,0003-9101,global,27,0
2017,0003-9381,de,0,0
2017,0003-9381,global,30,0
2017,0004-4717,de,5,0
2017,0004-4717,global,76,0
2017,0005-8076,de,21,0
2017,0005-8076,global,59,0
2017,0006-1972,de,28,8
2017,0006-1972,global,121,46
2017,0006-8055,de,5,0
2017,0006-8055,global,65,0
2017,0007-7704,de,3,0
2017,0007-7704,global,36,0
2017,0012-1045,de,29,0
2017,0012-1045,global,78,0
2017,0013-5585,de,121,0
2017,0013-5585,global,207,0
2017,0014-3502,de,0,0
2017,0014-3502,global,61,0
2017,0014-6242,de,8,0
2017,0014-6242,global,51,0
2017,0016-1136,de,21,0
2017,0016-1136,global,64,0
2017,0016-8912,de,0,0
2017,0016-8912,global,85,0
2017,0018-2613,de,301,0
2017,0018-2613,global,578,6
2017,0018-3830,de,5,0
2017,0018-3830,global,118,0
2017,0019-042X,de,2,0
2017,0019-042X,global,26,0
2017,0019-0993,de,6,0
2017,0019-0993,global,27,0
2017,0019-7262,de,0,0
2017,0019-7262,global,17,0
2017,0021-1818,de,12,0
2017,0021-1818,global,47,0
2017,0021-4027,de,17,6
2017,0021-4027,global,29,6
2017,0022-6920,de,40,0
2017,0022-6920,global,127,0
2017,0022-7498,de,1,0
2017,0022-7498,global,10,0
2017,0022-8877,de,15,0
2017,0022-8877,global,57,1
2017,0023-9909,de,3,0
2017,0023-9909,global,29,0
2017,0024-2667,de,0,0
2017,0024-2667,global,25,0
2017,0024-3949,de,9,1
2017,0024-3949,global,50,4
2017,0025-1461,de,2,0
2017,0025-1461,global,89,0
2017,0025-5300,de,3,0
2017,0025-5300,global,155,1
2017,0026-9301,de,0,0
2017,0026-9301,global,58,1
2017,0028-3517,de,5,0
2017,0028-3517,global,36,0
2017,0030-5383,de,63,0
2017,0030-5383,global,182,0
2017,0031-7985,de,9,0
2017,0031-7985,global,37,0
2017,0031-8388,de,6,0
2017,0031-8388,global,60,0
2017,0032-678X,de,24,0
2017,0032-678X,global,72,0
2017,0033-4545,de,5,0
2017,0033-4545,global,185,1
2017,0033-8230,de,7,0
2017,0033-8230,global,105,0
2017,0034-5806,de,0,0
2017,0034-5806,global,17,0
2017,0037-1998,de,4,0
2017,0037-1998,global,139,0
2017,0042-5702,de,0,0
2017,0042-5702,global,36,0
2017,0044-216X,de,0,0
2017,0044-216X,global,15,0
2017,0044-2305,de,22,0
2017,0044-2305,global,44,0
2017,0044-2429,de,19,0
2017,0044-2429,global,31,0
2017,0044-2526,de,7,0
2017,0044-2526,global,41,0
2017,0044-2615,de,3,0
2017,0044-2615,global,16,1
2017,0044-2674,de,0,0
2017,0044-2674,global,47,0
2017,0044-2992,de,12,0
2017,0044-2992,global,34,0
2017,0044-3506,de,21,0
2017,0044-3506,global,49,0
2017,0044-3751,de,18,0
2017,0044-3751,global,25,0
2017,0044-863X,de,2,0
2017,0044-863X,global,11,0
2017,0048-2129,de,0,0
2017,0048-2129,global,34,0
2017,0048-7554,de,0,0
2017,0048-7554,global,46,2
2017,0049-8661,de,20,0
2017,0049-8661,global,88,0
2017,0066-6459,de,3,0
2017,0066-6459,global,29,0
2017,0070-444X,de,0,0
2017,0070-444X,global,15,0
2017,0071-0490,de,0,0
2017,0071-0490,global,54,0
2017,0071-9706,de,0,0
2017,0071-9706,global,19,0
2017,0075-2371,de,0,0
2017,0075-2371,global,19,0
2017,0075-2614,de,0,0
2017,0075-2614,global,73,0
2017,0075-2800,de,9,0
2017,0075-2800,global,21,1
2017,0075-4102,de,5,0
2017,0075-4102,global,50,0
2017,0079-4848,de,3,0
2017,0079-4848,global,14,0
2017,0079-9068,de,0,0
2017,0079-9068,global,71,1
2017,0080-388X,de,0,0
2017,0080-388X,global,58,0
2017,0080-3898,de,0,0
2017,0080-3898,global,19,0
2017,0081-9077,de,3,0
2017,0081-9077,global,30,0
2017,0084-5299,de,4,0
2017,0084-5299,global,20,0
2017,0084-5302,de,0,0
2017,0084-5302,global,23,0
2017,0084-5310,de,27,0
2017,0084-5310,global,55,0
2017,0137-2459,de,0,0
2017,0137-2459,global,12,0
2017,0139-9918,de,0,0
2017,0139-9918,global,133,0
2017,0165-2516,de,5,0
2017,0165-2516,global,71,1
2017,0165-4004,de,6,0
2017,0165-4004,global,48,0
2017,0167-6164,de,0,0
2017,0167-6164,global,12,0
2017,0167-6318,de,1,0
2017,0167-6318,global,15,0
2017,0167-8299,de,2,0
2017,0167-8299,global,46,2
2017,0167-8507,de,2,0
2017,0167-8507,global,34,1
2017,0170-1452,de,98,0
2017,0170-1452,global,329,0
2017,0171-8096,de,110,2
2017,0171-8096,global,126,3
2017,0173-4911,de,0,0
2017,0173-4911,global,99,0
2017,0174-0202,de,14,0
2017,0174-0202,global,22,0
2017,0174-4747,de,5,0
2017,0174-4747,global,15,0
2017,0175-6206,de,5,0
2017,0175-6206,global,24,0
2017,0178-2312,de,76,0
2017,0178-2312,global,90,0
2017,0179-1990,de,0,0
2017,0179-1990,global,220,0
2017,0193-4929,de,0,0
2017,0193-4929,global,9,0
2017,0193-6484,de,0,0
2017,0193-6484,global,145,0
2017,0197-3150,de,0,0
2017,0197-3150,global,8,0
2017,0232-8461,de,2,0
2017,0232-8461,global,20,0
2017,0250-4685,de,0,0
2017,0250-4685,global,35,0
2017,0283-2631,de,1,0
2017,0283-2631,global,109,16
2017,0300-5577,de,23,2
2017,0300-5577,global,181,2
2017,0301-3294,de,6,0
2017,0301-3294,global,33,0
2017,0301-4428,de,1,0
2017,0301-4428,global,20,0
2017,0306-0322,de,0,0
2017,0306-0322,global,9,0
2017,0323-4045,de,0,0
2017,0323-4045,global,143,0
2017,0323-4096,de,0,0
2017,0323-4096,global,82,0
2017,0323-4142,de,0,0
2017,0323-4142,global,52,0
2017,0334-0082,de,0,0
2017,0334-0082,global,66,0
2017,0334-0139,de,1,0
2017,0334-0139,global,161,1
2017,0334-018X,de,7,0
2017,0334-018X,global,212,0
2017,0334-1763,de,2,0
2017,0334-1763,global,68,2
2017,0334-6005,de,2,0
2017,0334-6005,global,54,1
2017,0334-6447,de,7,0
2017,0334-6447,global,79,0
2017,0340-0204,de,2,0
2017,0340-0204,global,18,0
2017,0340-1804,de,21,0
2017,0340-1804,global,26,0
2017,0340-1812,de,0,0
2017,0340-1812,global,567,1
2017,0340-2479,de,21,0
2017,0340-2479,global,38,0
2017,0340-4528,de,18,0
2017,0340-4528,global,25,0
2017,0340-5222,de,41,0
2017,0340-5222,global,79,0
2017,0340-9767,de,10,0
2017,0340-9767,global,56,0
2017,0341-2059,de,6,0
2017,0341-2059,global,35,0
2017,0341-4183,de,18,0
2017,0341-4183,global,56,0
2017,0341-7638,de,2,0
2017,0341-7638,global,8,0
2017,0341-8375,de,0,0
2017,0341-8375,global,0,0
2017,0341-8669,de,0,0
2017,0341-8669,global,269,0
2017,0342-1422,de,0,0
2017,0342-1422,global,39,0
2017,0342-2410,de,0,0
2017,0342-2410,global,24,0
2017,0342-2852,de,10,0
2017,0342-2852,global,40,0
2017,0342-328X,de,0,0
2017,0342-328X,global,19,0
2017,0343-4109,de,63,0
2017,0343-4109,global,88,0
2017,0392-7342,de,1,0
2017,0392-7342,global,11,0
2017,0720-5775,de,0,0
2017,0720-5775,global,11,0
2017,0720-6763,de,19,0
2017,0720-6763,global,58,0
2017,0721-3808,de,14,0
2017,0721-3808,global,22,0
2017,0722-480X,de,5,0
2017,0722-480X,global,40,0
2017,0723-2977,de,38,0
2017,0723-2977,global,101,0
2017,0723-5186,de,1,0
2017,0723-5186,global,58,0
2017,0724-6137,de,0,0
2017,0724-6137,global,0,0
2017,0724-9616,de,25,0
2017,0724-9616,global,106,0
2017,0792-6855,de,3,0
2017,0792-6855,global,80,0
2017,0921-4771,de,0,0
2017,0921-4771,global,11,0
2017,0924-9265,de,0,0
2017,0924-9265,global,41,0
2017,0926-6364,de,1,0
2017,0926-6364,global,19,0
2017,0927-6467,de,0,0
2017,0927-6467,global,36,0
2017,0928-0219,de,3,0
2017,0928-0219,global,45,0
2017,0929-9629,de,0,0
2017,0929-9629,global,21,0
2017,0930-777X,de,4,0
2017,0930-777X,global,82,1
2017,0931-3079,de,0,0
2017,0931-3079,global,24,0
2017,0932-0776,de,46,0
2017,0932-0776,global,139,0
2017,0932-0784,de,7,0
2017,0932-0784,global,128,0
2017,0932-3414,de,0,0
2017,0932-3414,global,53,2
2017,0932-3902,de,3,0
2017,0932-3902,global,83,0
2017,0933-1719,de,1,0
2017,0933-1719,global,31,1
2017,0933-1883,de,0,0
2017,0933-1883,global,21,0
2017,0933-7741,de,7,0
2017,0933-7741,global,65,1
2017,0934-8522,de,0,0
2017,0934-8522,global,0,0
2017,0936-2800,de,16,0
2017,0936-2800,global,58,0
2017,0936-5907,de,1,0
2017,0936-5907,global,28,0
2017,0936-5931,de,48,46
2017,0936-5931,global,86,52
2017,0938-0116,de,0,0
2017,0938-0116,global,30,0
2017,0939-5075,de,18,0
2017,0939-5075,global,54,0
2017,0941-5025,de,18,0
2017,0941-5025,global,26,0
2017,0942-4040,de,0,0
2017,0942-4040,global,7,0
2017,0942-5977,de,0,0
2017,0942-5977,global,72,0
2017,0942-704X,de,0,0
2017,0942-704X,global,0,0
2017,0942-9352,de,32,0
2017,0942-9352,global,73,0
2017,0943-7592,de,4,0
2017,0943-7592,global,14,0
2017,0943-8610,de,7,0
2017,0943-8610,global,20,0
2017,0944-5587,de,72,19
2017,0944-5587,global,99,29
2017,0944-7490,de,0,0
2017,0944-7490,global,56,1
2017,0946-3518,de,0,0
2017,0946-3518,global,66,1
2017,0947-0085,de,92,0
2017,0947-0085,global,222,0
2017,0947-0875,de,0,0
2017,0947-0875,global,0,0
2017,0948-423X,de,11,0
2017,0948-423X,global,14,0
2017,0949-0345,de,14,0
2017,0949-0345,global,28,0
2017,0949-2100,de,0,0
2017,0949-2100,global,108,0
2017,0949-9571,de,14,0
2017,0949-9571,global,50,0
2017,1016-4987,de,0,0
2017,1016-4987,global,21,0
2017,1018-1806,de,0,0
2017,1018-1806,global,15,0
2017,1072-947X,de,1,0
2017,1072-947X,global,72,0
2017,1079-2457,de,3,0
2017,1079-2457,global,30,0
2017,1081-1826,de,2,0
2017,1081-1826,global,40,0
2017,1087-0326,de,0,0
2017,1087-0326,global,0,0
2017,1210-3055,de,1,0
2017,1210-3055,global,39,8
2017,1292-3818,de,0,0
2017,1292-3818,global,62,0
2017,1314-2224,de,12,0
2017,1314-2224,global,164,2
2017,1337-7892,de,7,0
2017,1337-7892,global,15,0
2017,1425-6908,de,0,0
2017,1425-6908,global,18,0
2017,1430-0532,de,1,0
2017,1430-0532,global,22,0
2017,1430-5372,de,0,0
2017,1430-5372,global,23,0
2017,1430-6921,de,8,0
2017,1430-6921,global,26,0
2017,1430-9017,de,1,0
2017,1430-9017,global,55,0
2017,1431-5041,de,0,0
2017,1431-5041,global,12,0
2017,1431-6730,de,33,10
2017,1431-6730,global,91,12
2017,1433-5883,de,5,0
2017,1433-5883,global,50,0
2017,1433-9889,de,19,0
2017,1433-9889,global,28,0
2017,1434-4653,de,25,0
2017,1434-4653,global,71,0
2017,1434-6621,de,21,1
2017,1434-6621,global,522,16
2017,1436-3038,de,0,0
