issn_l,cr_year,cc,cc_total,jn_all,prop
0889-7077,2017,CC BY-NC-ND,2,82,0.024390243902439025
1476-5810,2017,CC BY,2,82,0.024390243902439025
0266-4623,2018,CC BY-NC-SA,2,82,0.024390243902439025
0161-8938,2020,CC BY-NC-ND,2,82,0.024390243902439025
0167-4730,2021,CC BY-NC-ND,2,82,0.024390243902439025
0970-1915,2021,CC BY,2,82,0.024390243902439025
2049-8470,2021,CC BY-NC-SA,2,82,0.024390243902439025
0022-3506,2019,CC BY-NC-ND,2,82,0.024390243902439025
2352-0094,2021,CC BY,2,82,0.024390243902439025
1359-432X,2020,CC BY,2,82,0.024390243902439025
1081-3004,2020,CC BY-NC-ND,2,82,0.024390243902439025
2667-2960,2022,CC BY,4,82,0.04878048780487805
0095-2990,2021,CC BY-NC-ND,4,82,0.04878048780487805
1049-3867,2021,CC BY-NC-ND,4,82,0.04878048780487805
2054-2577,2020,CC BY-NC,4,82,0.04878048780487805
0960-0760,2022,CC BY-NC-ND,4,82,0.04878048780487805
1552-5007,2020,CC BY,4,82,0.04878048780487805
1353-2944,2020,CC BY,4,82,0.04878048780487805
0812-0099,2018,CC BY,4,82,0.04878048780487805
0263-7863,2021,CC BY-NC-ND,4,82,0.04878048780487805
0006-3525,2017,CC BY,4,82,0.04878048780487805
1350-4622,2017,CC BY-NC-ND,4,82,0.04878048780487805
2167-0811,2019,CC BY-NC-ND,4,82,0.04878048780487805
2515-4184,2022,CC BY,4,82,0.04878048780487805
0889-7077,2022,CC BY,4,82,0.04878048780487805
0927-5371,2019,CC BY,4,82,0.04878048780487805
0022-3506,2019,CC BY-NC,4,82,0.04878048780487805
0020-6814,2022,CC BY-NC-ND,4,82,0.04878048780487805
0923-1811,2022,CC BY,4,82,0.04878048780487805
1534-3081,2021,CC BY,4,82,0.04878048780487805
1878-0083,2018,CC BY,4,82,0.04878048780487805
1936-0584,2020,CC BY-NC-ND,4,82,0.04878048780487805
1094-5539,2019,CC BY,4,82,0.04878048780487805
2352-4642,2017,CC BY,4,82,0.04878048780487805
2212-6864,2019,CC BY,4,82,0.04878048780487805
0026-461X,2019,CC BY,4,82,0.04878048780487805
1759-2879,2020,CC BY-NC,4,82,0.04878048780487805
0885-2308,2019,CC BY,4,82,0.04878048780487805
1751-1577,2020,CC BY,4,82,0.04878048780487805
1369-118X,2022,CC BY,4,82,0.04878048780487805
1542-4766,2019,CC BY-NC-ND,4,82,0.04878048780487805
1877-7171,2019,CC BY,4,82,0.04878048780487805
1344-3941,2022,CC BY-NC-ND,4,82,0.04878048780487805
1523-0899,2020,CC BY,4,82,0.04878048780487805
0046-760X,2020,CC BY-NC-ND,8,82,0.0975609756097561
0894-1491,2022,CC BY-NC,8,82,0.0975609756097561
1045-1056,2019,CC BY,8,82,0.0975609756097561
0931-2048,2022,CC BY-NC-ND,8,82,0.0975609756097561
0263-7863,2021,CC BY,8,82,0.0975609756097561
0932-8092,2017,CC BY,8,82,0.0975609756097561
0002-7294,2022,CC BY-NC-ND,8,82,0.0975609756097561
1069-3513,2021,CC BY,8,82,0.0975609756097561
0020-1812,2018,CC BY,8,82,0.0975609756097561
0960-0760,2022,CC BY,8,82,0.0975609756097561
0278-7407,2022,CC BY-NC-ND,8,82,0.0975609756097561
1053-8100,2022,CC BY,16,82,0.1951219512195122
1434-5021,2017,CC BY,16,82,0.1951219512195122
1359-432X,2020,CC BY-NC-ND,16,82,0.1951219512195122
0894-1491,2022,CC BY,16,82,0.1951219512195122
1362-5187,2021,CC BY-NC-ND,16,82,0.1951219512195122
1758-678X,2018,NA,0,338,0
2567-4765,2020,NA,0,338,0
1066-5285,2019,NA,0,338,0
1437-062X,2020,NA,0,338,0
1049-2275,2022,NA,0,338,0
1067-151X,2020,NA,0,338,0
0142-159X,2020,CC BY-NC-ND,25,338,0.07396449704142012
0958-9465,2022,CC BY,25,338,0.07396449704142012
0142-159X,2020,CC BY,3,338,0.008875739644970414
0958-9465,2022,CC BY-NC-ND,6,338,0.01775147928994083
0017-5749,2021,CC BY,24,338,0.07100591715976332
0892-6638,2022,CC BY-NC,23,338,0.06804733727810651
0892-6638,2022,CC BY,46,338,0.13609467455621302
0020-7454,2020,CC BY-NC-ND,5,338,0.014792899408284023
0899-9007,2020,CC BY-NC-ND,5,338,0.014792899408284023
1742-464X,2018,CC BY-NC,5,338,0.014792899408284023
1079-5006,2017,CC BY,10,338,0.029585798816568046
1569-5794,2021,CC BY,78,338,0.23076923076923078
0017-5749,2021,CC BY-NC,93,338,0.27514792899408286
0962-9343,2021,CC BY,142,338,0.42011834319526625
0892-6638,2022,CC BY-NC-ND,68,338,0.20118343195266272
0378-4320,2018,CC BY,1,338,0.0029585798816568047
1078-0998,2017,CC BY,1,338,0.0029585798816568047
1359-4184,2020,CC BY-NC-ND,1,338,0.0029585798816568047
0020-7683,2019,CC BY,1,338,0.0029585798816568047
0899-9007,2020,CC BY,1,338,0.0029585798816568047
0020-7454,2020,CC BY,1,338,0.0029585798816568047
0142-159X,2020,CC BY-NC,1,338,0.0029585798816568047
1043-1802,2019,CC BY-NC-ND,1,338,0.0029585798816568047
1078-0998,2017,CC BY-NC,1,338,0.0029585798816568047
1057-9249,2018,CC BY-NC-ND,2,338,0.005917159763313609
1083-6160,2020,CC BY,2,338,0.005917159763313609
1742-464X,2018,CC BY-NC-ND,2,338,0.005917159763313609
0020-7683,2019,CC BY-NC-ND,2,338,0.005917159763313609
0885-8977,2020,CC BY,4,338,0.011834319526627219
1079-5006,2017,CC BY-NC-ND,4,338,0.011834319526627219
1079-5006,2017,CC BY-NC,4,338,0.011834319526627219
1057-9249,2018,CC BY,16,338,0.047337278106508875
2666-2558,2021,CC BY,32,338,0.09467455621301775
0169-409X,2021,CC BY-NC-ND,31,338,0.09171597633136094
1090-7165,2020,CC BY,31,338,0.09171597633136094
1742-464X,2018,CC BY,30,338,0.08875739644970414
0169-409X,2021,CC BY,30,338,0.08875739644970414
1359-4184,2020,CC BY,120,338,0.35502958579881655
1052-3057,2017,CC BY,1,594,0.0016835016835016834
0307-904X,2017,CC BY,4,594,0.006734006734006734
0094-2405,2018,CC BY-NC-ND,8,594,0.013468013468013467
0886-0440,2022,CC BY,31,594,0.05218855218855219
2637-6113,2021,CC BY,31,594,0.05218855218855219
1470-2045,2019,CC BY,15,594,0.025252525252525252
1470-2045,2019,CC BY-NC-ND,7,594,0.011784511784511785
0886-0440,2022,CC BY-NC-ND,27,594,0.045454545454545456
0094-2405,2018,CC BY-NC,6,594,0.010101010101010102
0886-0440,2022,CC BY-NC,11,594,0.018518518518518517
0094-2405,2018,CC BY,22,594,0.037037037037037035
1052-3057,2017,CC BY-NC-ND,10,594,0.016835016835016835
2637-6113,2021,CC BY-NC-ND,20,594,0.03367003367003367
2469-990X,2021,CC BY,40,594,0.06734006734006734
1572-6657,2021,CC BY-NC-ND,18,850,0.021176470588235293
1572-6657,2021,CC BY,24,850,0.02823529411764706
1386-1425,2018,CC BY,2,1106,0.0018083182640144665
1386-1425,2018,CC BY-NC-ND,3,1106,0.0027124773960217
0268-3768,2020,CC BY,164,1618,0.10135970333745364
0278-0046,2022,CC BY,36,1874,0.0192102454642476
0278-0046,2022,CC BY-NC-ND,2,1874,0.0010672358591248667
1040-2659,2018,NA,0,83,0
0343-4109,2019,NA,0,83,0
1995-0829,2020,NA,0,83,0
0932-3902,2017,NA,0,83,0
0081-5438,2021,NA,0,83,0
0196-8858,2018,NA,0,83,0
0005-7894,2018,NA,0,83,0
0951-7375,2017,NA,0,83,0
1569-2159,2019,NA,0,83,0
0008-4166,2021,NA,0,83,0
0033-4006,2018,NA,0,83,0
1573-4064,2017,NA,0,83,0
0016-8912,2021,NA,0,83,0
1063-7745,2022,NA,0,83,0
1344-6223,2019,NA,0,83,0
0360-1234,2018,NA,0,83,0
0937-2032,2019,NA,0,83,0
0948-2393,2017,NA,0,83,0
1040-872X,2020,NA,0,83,0
2352-2143,2020,NA,0,83,0
0012-9682,2019,NA,0,83,0
1539-6851,2018,NA,0,83,0
2325-5889,2018,NA,0,83,0
0098-3063,2017,NA,0,83,0
0887-6045,2019,NA,0,83,0
0914-8779,2017,NA,0,83,0
1035-7823,2018,NA,0,83,0
2168-6831,2018,NA,0,83,0
0007-5027,2017,NA,0,83,0
1472-0701,2020,NA,0,83,0
0272-0965,2020,NA,0,83,0
0933-7741,2017,NA,0,83,0
0020-2967,2017,NA,0,83,0
1995-4255,2017,NA,0,83,0
1995-4212,2017,NA,0,83,0
1556-603X,2018,NA,0,83,0
1462-0049,2021,NA,0,83,0
1744-666X,2017,NA,0,83,0
1075-7007,2017,NA,0,83,0
0008-4077,2017,NA,0,83,0
2046-3162,2019,NA,0,83,0
1001-6058,2020,NA,0,83,0
1934-7944,2020,NA,0,83,0
0015-587X,2019,NA,0,83,0
0946-4565,2021,NA,0,83,0
0272-989X,2018,NA,0,83,0
1462-6004,2017,NA,0,83,0
1746-0794,2020,NA,0,83,0
1355-2554,2020,NA,0,83,0
2543-3431,2018,NA,0,83,0
1354-3776,2017,NA,0,83,0
0212-5919,2020,NA,0,83,0
0018-1439,2017,NA,0,83,0
1091-5818,2017,NA,0,83,0
2042-1338,2018,NA,0,83,0
0942-6035,2019,NA,0,83,0
0363-9061,2017,NA,0,83,0
1023-666X,2017,NA,0,83,0
0829-8211,2020,NA,0,83,0
1002-0063,2021,NA,0,83,0
0021-5155,2020,NA,0,83,0
2168-6831,2021,NA,0,83,0
0145-482X,2018,NA,0,83,0
1474-8185,2018,NA,0,83,0
1064-2307,2021,NA,0,83,0
1674-6767,2021,NA,0,83,0
0266-7177,2017,NA,0,83,0
0023-1584,2020,NA,0,83,0
1462-6004,2021,NA,0,83,0
0012-9682,2017,NA,0,83,0
1754-243X,2017,NA,0,83,0
0033-8338,2018,NA,0,83,0
0932-0814,2019,NA,0,83,0
2452-2139,2018,NA,0,83,0
1080-7683,2019,NA,0,83,0
0081-5438,2019,NA,0,83,0
0006-3606,2022,CC BY-NC-ND,9,83,0.10843373493975904
0160-2527,2020,CC BY,9,83,0.10843373493975904
1755-1471,2020,CC BY,9,83,0.10843373493975904
0302-3427,2018,CC BY,9,83,0.10843373493975904
1400-0350,2018,CC BY,9,83,0.10843373493975904
1357-3322,2020,CC BY-NC-ND,9,83,0.10843373493975904
0963-8237,2022,CC BY-NC-ND,9,83,0.10843373493975904
0039-8322,2021,CC BY,9,83,0.10843373493975904
0883-9514,2022,CC BY,72,83,0.8674698795180723
0933-5137,2022,CC BY-NC-ND,7,83,0.08433734939759036
0343-4109,2020,CC BY,7,83,0.08433734939759036
2352-4677,2020,CC BY,7,83,0.08433734939759036
1063-5157,2019,CC BY-NC,7,83,0.08433734939759036
1398-9219,2019,CC BY,7,83,0.08433734939759036
0075-4102,2021,CC BY,7,83,0.08433734939759036
0149-2063,2021,CC BY,7,83,0.08433734939759036
0964-2633,2020,CC BY-NC-ND,7,83,0.08433734939759036
2162-2671,2021,CC BY,7,83,0.08433734939759036
1533-0028,2021,CC BY,7,83,0.08433734939759036
0021-8529,2020,CC BY,7,83,0.08433734939759036
1360-9947,2020,CC BY-NC,7,83,0.08433734939759036
0903-4641,2021,CC BY-NC-ND,7,83,0.08433734939759036
1568-1637,2019,CC BY,7,83,0.08433734939759036
0340-3696,2018,CC BY,7,83,0.08433734939759036
1045-2257,2021,CC BY,7,83,0.08433734939759036
0966-9760,2020,CC BY-NC-ND,7,83,0.08433734939759036
0036-5564,2021,CC BY-NC-ND,14,83,0.1686746987951807
0963-8237,2022,CC BY,14,83,0.1686746987951807
1045-2257,2021,CC BY-NC-ND,14,83,0.1686746987951807
1876-7931,2022,CC BY,14,83,0.1686746987951807
1434-5021,2018,CC BY,14,83,0.1686746987951807
0167-6997,2022,CC BY,28,83,0.3373493975903614
0031-3831,2020,CC BY,19,83,0.2289156626506024
0013-1954,2020,CC BY,19,83,0.2289156626506024
1591-8890,2022,CC BY,25,83,0.30120481927710846
0004-0894,2020,CC BY,25,83,0.30120481927710846
0044-8435,2021,CC BY,25,83,0.30120481927710846
0033-4006,2020,CC BY,50,83,0.6024096385542169
2452-3100,2021,CC BY-NC-ND,15,83,0.18072289156626506
1534-4827,2020,CC BY,15,83,0.18072289156626506
1387-3326,2019,CC BY,15,83,0.18072289156626506
2162-2671,2021,CC BY-NC-ND,15,83,0.18072289156626506
1386-341X,2021,CC BY,30,83,0.3614457831325301
0031-3831,2020,CC BY-NC-ND,35,83,0.42168674698795183
2452-3100,2021,CC BY,22,83,0.26506024096385544
0266-5611,2022,CC BY,22,83,0.26506024096385544
0885-7482,2022,CC BY,22,83,0.26506024096385544
1661-3791,2021,CC BY-NC,22,83,0.26506024096385544
1867-5905,2020,CC BY,22,83,0.26506024096385544
1040-2004,2021,CC BY-NC-ND,5,83,0.060240963855421686
1073-6085,2019,CC BY,5,83,0.060240963855421686
0040-5825,2021,CC BY-NC,5,83,0.060240963855421686
1747-6585,2021,CC BY,5,83,0.060240963855421686
0009-8388,2021,CC BY-NC-ND,5,83,0.060240963855421686
1380-3395,2019,CC BY-NC-ND,5,83,0.060240963855421686
0097-3165,2022,CC BY,5,83,0.060240963855421686
0002-7162,2020,CC BY-NC,5,83,0.060240963855421686
1364-2987,2021,CC BY,5,83,0.060240963855421686
0714-9808,2019,CC BY,5,83,0.060240963855421686
2641-8770,2020,CC BY,5,83,0.060240963855421686
0004-0894,2020,CC BY-NC-ND,5,83,0.060240963855421686
0938-0108,2018,CC BY,5,83,0.060240963855421686
0006-3444,2019,CC BY,5,83,0.060240963855421686
1735-6865,2021,CC BY,5,83,0.060240963855421686
1041-6080,2021,CC BY,10,83,0.12048192771084337
1873-9318,2017,CC BY,10,83,0.12048192771084337
0883-9514,2022,CC BY-NC,10,83,0.12048192771084337
1567-7419,2018,CC BY,10,83,0.12048192771084337
0006-3606,2022,CC BY,10,83,0.12048192771084337
0009-8388,2021,CC BY,27,83,0.3253012048192771
1861-0684,2022,CC BY,54,83,0.6506024096385542
0883-9514,2022,CC BY-NC-ND,1,83,0.012048192771084338
0903-4641,2021,CC BY-NC,1,83,0.012048192771084338
1532-5024,2021,CC BY,1,83,0.012048192771084338
0267-257X,2017,CC BY-NC-ND,1,83,0.012048192771084338
1081-0730,2021,CC BY-NC,1,83,0.012048192771084338
0883-2323,2021,CC BY-NC,1,83,0.012048192771084338
0304-4068,2017,CC BY,1,83,0.012048192771084338
0300-3930,2019,CC BY,1,83,0.012048192771084338
0741-8825,2019,CC BY,1,83,0.012048192771084338
0012-155X,2017,CC BY-NC-ND,1,83,0.012048192771084338
0890-6955,2019,CC BY,1,83,0.012048192771084338
1936-5209,2020,CC BY-NC-ND,1,83,0.012048192771084338
1537-6516,2019,CC BY,1,83,0.012048192771084338
0011-5029,2017,CC BY-NC-ND,1,83,0.012048192771084338
1562-2975,2017,CC BY,1,83,0.012048192771084338
1566-0702,2018,CC BY,1,83,0.012048192771084338
2351-9797,2020,CC BY,1,83,0.012048192771084338
0340-2096,2019,CC BY,1,83,0.012048192771084338
0162-895X,2018,CC BY-NC-ND,1,83,0.012048192771084338
1078-3903,2019,CC BY-NC,1,83,0.012048192771084338
1548-5595,2019,CC BY-NC-ND,1,83,0.012048192771084338
1061-8600,2020,CC BY-NC-ND,1,83,0.012048192771084338
0890-6955,2019,CC BY-NC-ND,1,83,0.012048192771084338
1536-1055,2018,CC BY,1,83,0.012048192771084338
0022-4901,2020,CC BY,1,83,0.012048192771084338
1380-3395,2019,CC BY,1,83,0.012048192771084338
1355-0306,2018,CC BY-NC-ND,1,83,0.012048192771084338
0030-4948,2020,CC BY-NC-ND,1,83,0.012048192771084338
0174-304X,2020,CC BY,1,83,0.012048192771084338
0731-7131,2021,CC BY,1,83,0.012048192771084338
1040-2004,2021,CC BY,1,83,0.012048192771084338
1448-4846,2019,CC BY-NC-ND,1,83,0.012048192771084338
2214-3912,2019,CC BY-NC-ND,1,83,0.012048192771084338
2214-3912,2019,CC BY,1,83,0.012048192771084338
1938-6400,2021,CC BY,1,83,0.012048192771084338
1053-1858,2018,CC BY-NC-ND,1,83,0.012048192771084338
1353-7903,2019,CC BY,1,83,0.012048192771084338
0361-2317,2017,CC BY-NC-ND,1,83,0.012048192771084338
1053-1858,2018,CC BY,1,83,0.012048192771084338
1537-6516,2019,CC BY-NC-ND,1,83,0.012048192771084338
0960-2011,2018,CC BY,1,83,0.012048192771084338
0790-0627,2021,CC BY,1,83,0.012048192771084338
0741-8825,2019,CC BY-NC-ND,1,83,0.012048192771084338
0308-0501,2018,CC BY-NC-ND,1,83,0.012048192771084338
1460-3969,2021,CC BY-NC-ND,1,83,0.012048192771084338
1467-2561,2019,CC BY,1,83,0.012048192771084338
0933-5137,2022,CC BY-NC,1,83,0.012048192771084338
2352-4677,2020,CC BY-NC-ND,1,83,0.012048192771084338
0141-5387,2020,CC BY-NC,1,83,0.012048192771084338
1747-6585,2021,CC BY-NC,1,83,0.012048192771084338
1329-1947,2020,CC BY-NC-ND,1,83,0.012048192771084338
0361-2317,2017,CC BY-NC,1,83,0.012048192771084338
0022-4901,2020,CC BY-NC,1,83,0.012048192771084338
0748-1187,2017,CC BY,1,83,0.012048192771084338
0022-5002,2020,CC BY-NC-ND,1,83,0.012048192771084338
1756-073X,2021,CC BY,1,83,0.012048192771084338
1936-5209,2020,CC BY-NC,1,83,0.012048192771084338
1126-3504,2021,CC BY,1,83,0.012048192771084338
0926-2245,2018,CC BY,1,83,0.012048192771084338
0304-3770,2020,CC BY-NC-ND,1,83,0.012048192771084338
1957-2557,2022,CC BY-NC-ND,1,83,0.012048192771084338
0163-9625,2017,CC BY-NC-ND,1,83,0.012048192771084338
1073-9688,2018,CC BY-NC,1,83,0.012048192771084338
0305-7488,2020,CC BY-NC-ND,1,83,0.012048192771084338
0022-1201,2019,CC BY-NC,1,83,0.012048192771084338
1083-4389,2021,CC BY-NC,1,83,0.012048192771084338
1083-4389,2021,CC BY-NC-ND,1,83,0.012048192771084338
1045-6635,2018,CC BY,1,83,0.012048192771084338
0091-8369,2020,CC BY-NC-ND,1,83,0.012048192771084338
0304-3886,2020,CC BY-NC-ND,1,83,0.012048192771084338
0169-7722,2017,CC BY,1,83,0.012048192771084338
1755-1471,2020,CC BY-NC-ND,1,83,0.012048192771084338
1029-2470,2020,CC BY,1,83,0.012048192771084338
2631-6110,2019,CC BY,1,83,0.012048192771084338
0141-5387,2020,CC BY-NC-ND,1,83,0.012048192771084338
1945-8932,2021,CC BY,1,83,0.012048192771084338
0266-1144,2022,CC BY-NC-ND,1,83,0.012048192771084338
0004-0894,2020,CC BY-NC,1,83,0.012048192771084338
0075-4269,2020,CC BY,1,83,0.012048192771084338
1353-7903,2019,CC BY-NC-ND,2,83,0.024096385542168676
0302-3427,2018,CC BY-NC,2,83,0.024096385542168676
0308-0501,2018,CC BY-NC,2,83,0.024096385542168676
1945-8932,2021,CC BY-NC,2,83,0.024096385542168676
0361-2317,2017,CC BY,2,83,0.024096385542168676
0193-3973,2020,CC BY-NC-ND,2,83,0.024096385542168676
1388-5545,2021,CC BY-NC,2,83,0.024096385542168676
0304-4203,2019,CC BY-NC-ND,2,83,0.024096385542168676
0003-0554,2017,CC BY,2,83,0.024096385542168676
0141-5387,2020,CC BY,2,83,0.024096385542168676
0009-8388,2021,CC BY-NC-SA,2,83,0.024096385542168676
2213-1388,2017,CC BY-NC-ND,2,83,0.024096385542168676
1314-2224,2021,CC BY-NC-ND,2,83,0.024096385542168676
0039-8322,2021,CC BY-NC,2,83,0.024096385542168676
2374-4731,2018,CC BY-NC-ND,2,83,0.024096385542168676
0193-3973,2020,CC BY,2,83,0.024096385542168676
0098-4108,2020,CC BY-NC-ND,2,83,0.024096385542168676
1519-566X,2019,CC BY,2,83,0.024096385542168676
0816-4622,2022,CC BY-NC-ND,2,83,0.024096385542168676
0176-2680,2018,CC BY-NC-ND,2,83,0.024096385542168676
0036-5564,2021,CC BY-NC,2,83,0.024096385542168676
1250-3274,2021,CC BY-NC-ND,2,83,0.024096385542168676
2192-4848,2020,CC BY,2,83,0.024096385542168676
0767-3981,2019,CC BY-NC-ND,2,83,0.024096385542168676
1073-9688,2018,CC BY,2,83,0.024096385542168676
0008-1973,2020,CC BY,2,83,0.024096385542168676
1381-3455,2021,CC BY-NC-ND,2,83,0.024096385542168676
1083-4389,2021,CC BY,2,83,0.024096385542168676
0304-3770,2020,CC BY,2,83,0.024096385542168676
1053-1858,2018,CC BY-NC,2,83,0.024096385542168676
1661-3791,2021,CC BY,2,83,0.024096385542168676
1574-1192,2019,CC BY-NC-ND,2,83,0.024096385542168676
0028-3045,2020,CC BY-NC-ND,2,83,0.024096385542168676
1029-2470,2020,CC BY-NC-ND,2,83,0.024096385542168676
0160-2527,2020,CC BY-NC-ND,2,83,0.024096385542168676
1752-4512,2019,CC BY-NC-ND,2,83,0.024096385542168676
1461-670X,2018,CC BY,2,83,0.024096385542168676
1743-5390,2018,CC BY-NC-ND,2,83,0.024096385542168676
0938-1287,2018,CC BY,2,83,0.024096385542168676
1936-5209,2020,CC BY,2,83,0.024096385542168676
0013-0133,2018,CC BY-NC-ND,2,83,0.024096385542168676
1360-9947,2020,CC BY,2,83,0.024096385542168676
0964-2633,2020,CC BY-NC,4,83,0.04819277108433735
1476-7392,2019,CC BY,4,83,0.04819277108433735
0030-9230,2019,CC BY-NC-ND,4,83,0.04819277108433735
1398-9219,2019,CC BY-NC,4,83,0.04819277108433735
1573-4137,2018,CC BY,4,83,0.04819277108433735
1476-7392,2019,CC BY-NC-ND,4,83,0.04819277108433735
1061-8600,2020,CC BY,4,83,0.04819277108433735
1355-0306,2018,CC BY,4,83,0.04819277108433735
0002-7162,2020,CC BY,4,83,0.04819277108433735
0002-9890,2022,CC BY-NC-ND,4,83,0.04819277108433735
2192-9262,2017,CC BY,4,83,0.04819277108433735
0177-7971,2021,CC BY,4,83,0.04819277108433735
0026-8933,2021,CC BY,4,83,0.04819277108433735
1568-1637,2019,CC BY-NC-ND,4,83,0.04819277108433735
1463-5003,2020,CC BY-NC-ND,4,83,0.04819277108433735
1340-6000,2019,CC BY,4,83,0.04819277108433735
1756-073X,2021,CC BY-NC-ND,4,83,0.04819277108433735
2161-8313,2022,CC BY-NC,8,83,0.0963855421686747
1463-5003,2020,CC BY,8,83,0.0963855421686747
1399-543X,2022,CC BY-NC,8,83,0.0963855421686747
0964-2633,2020,CC BY,8,83,0.0963855421686747
0960-2011,2018,CC BY-NC-ND,8,83,0.0963855421686747
0903-4641,2021,CC BY,8,83,0.0963855421686747
0013-0133,2018,CC BY,8,83,0.0963855421686747
0010-4485,2021,CC BY,8,83,0.0963855421686747
0174-2442,2020,CC BY,8,83,0.0963855421686747
0040-5825,2021,CC BY,8,83,0.0963855421686747
1473-4222,2018,CC BY,16,83,0.1927710843373494
1868-4483,2017,CC BY,16,83,0.1927710843373494
0149-2063,2021,CC BY-NC,16,83,0.1927710843373494
0036-5564,2021,CC BY,16,83,0.1927710843373494
0790-0627,2021,CC BY-NC-ND,16,83,0.1927710843373494
0028-3045,2020,CC BY,16,83,0.1927710843373494
1063-5157,2019,CC BY,16,83,0.1927710843373494
0933-5137,2022,CC BY,3,83,0.03614457831325301
1081-0730,2021,CC BY-NC-ND,3,83,0.03614457831325301
1035-7823,2021,CC BY-NC-ND,3,83,0.03614457831325301
0162-895X,2018,CC BY,3,83,0.03614457831325301
2161-8313,2018,CC BY,3,83,0.03614457831325301
1045-2257,2021,CC BY-NC,3,83,0.03614457831325301
1065-9129,2021,CC BY,3,83,0.03614457831325301
0748-1187,2017,CC BY-NC-ND,3,83,0.03614457831325301
1399-543X,2022,CC BY,3,83,0.03614457831325301
0026-4423,2020,CC BY-NC-ND,3,83,0.03614457831325301
1467-2960,2019,CC BY-NC-ND,3,83,0.03614457831325301
1532-5024,2021,CC BY-NC-ND,3,83,0.03614457831325301
1126-3504,2021,CC BY-NC-ND,3,83,0.03614457831325301
1938-6400,2021,CC BY-NC,3,83,0.03614457831325301
1743-5390,2018,CC BY,3,83,0.03614457831325301
1747-6585,2021,CC BY-NC-ND,3,83,0.03614457831325301
0039-8322,2021,CC BY-NC-ND,3,83,0.03614457831325301
0008-347X,2020,CC BY,3,83,0.03614457831325301
1065-9129,2021,CC BY-NC,3,83,0.03614457831325301
1957-2557,2022,CC BY,3,83,0.03614457831325301
0304-3886,2020,CC BY,3,83,0.03614457831325301
2161-8313,2022,CC BY,3,83,0.03614457831325301
0097-3165,2022,CC BY-NC-ND,3,83,0.03614457831325301
0022-5002,2020,CC BY,3,83,0.03614457831325301
0305-7488,2020,CC BY,3,83,0.03614457831325301
0969-5931,2020,CC BY,3,83,0.03614457831325301
0955-9930,2018,CC BY,3,83,0.03614457831325301
0002-9890,2022,CC BY,3,83,0.03614457831325301
1070-3004,2019,CC BY,3,83,0.03614457831325301
0340-2096,2019,CC BY-NC-ND,3,83,0.03614457831325301
0966-9760,2020,CC BY,3,83,0.03614457831325301
1398-9219,2019,CC BY-NC-ND,3,83,0.03614457831325301
1441-3523,2020,CC BY-NC-ND,3,83,0.03614457831325301
0169-7722,2017,CC BY-NC-ND,3,83,0.03614457831325301
1752-4512,2019,CC BY,3,83,0.03614457831325301
0162-895X,2018,CC BY-NC,3,83,0.03614457831325301
0012-155X,2017,CC BY,6,83,0.07228915662650602
2153-5981,2017,CC BY-NC-ND,6,83,0.07228915662650602
0006-3606,2022,CC BY-NC,6,83,0.07228915662650602
1388-5545,2021,CC BY,6,83,0.07228915662650602
1467-2960,2019,CC BY-NC,6,83,0.07228915662650602
2213-1388,2017,CC BY,6,83,0.07228915662650602
0969-5931,2020,CC BY-NC-ND,6,83,0.07228915662650602
2504-2092,2019,CC BY-NC-ND,6,83,0.07228915662650602
1533-0028,2021,CC BY-NC-ND,6,83,0.07228915662650602
1562-2975,2017,CC BY-NC-ND,6,83,0.07228915662650602
0300-3930,2019,CC BY-NC-ND,6,83,0.07228915662650602
2161-8313,2018,CC BY-NC,6,83,0.07228915662650602
0738-0593,2022,CC BY,12,83,0.14457831325301204
1383-4649,2019,CC BY,12,83,0.14457831325301204
1867-2477,2019,CC BY,12,83,0.14457831325301204
0738-0593,2022,CC BY-NC-ND,12,83,0.14457831325301204
1467-2960,2019,CC BY,12,83,0.14457831325301204
0948-4280,2020,CC BY,12,83,0.14457831325301204
1460-3969,2021,CC BY,12,83,0.14457831325301204
1041-6080,2021,CC BY-NC-ND,12,83,0.14457831325301204
2363-9520,2021,CC BY,24,83,0.2891566265060241
0219-3116,2022,CC BY,17,83,0.20481927710843373
1868-4483,2019,CC BY,17,83,0.20481927710843373
0015-9018,2019,CC BY,21,83,0.25301204819277107
0040-5825,2021,CC BY-NC-ND,13,83,0.1566265060240964
0311-6999,2021,CC BY,13,83,0.1566265060240964
