cr_year,esac_publisher,collection,articles,oa_articles,oa_prop
2017,ACM (hebis),de,126,0,0
2017,AIP (TIB),de,1011,2,0.0019782393669634025
2017,BMJ (BSB),de,171,0,0
2017,CUP (BSB),de,500,24,0.048
2017,De Gruyter (SUB Göttingen),de,234,8,0.03418803418803419
2017,De Gruyter (ZBW),de,150,7,0.04666666666666667
2017,ECS (TIB),de,80,0,0
2017,Hogrefe (SUB Göttingen),de,284,7,0.02464788732394366
2017,IOP (TIB),de,945,106,0.11216931216931217
2017,Karger (BSB),de,377,11,0.029177718832891247
2017,Nature (MPDL),de,423,4,0.009456264775413711
2017,Portland Press (TIB),de,32,4,0.125
2017,RSC (TIB),de,1393,120,0.08614501076812635
2017,Sage (BSB),de,1434,3,0.0020920502092050207
2017,SPIE (TIB),de,45,0,0
2017,Springer Hybrid (DEAL),de,14424,1061,0.0735579589572934
2017,TaylorFrancis (ZBW),de,560,41,0.07321428571428572
2017,Thieme 1 (ZB MED),de,27,0,0
2017,Thieme 2 (ZB MED),de,46,1,0.021739130434782608
2017,Wiley Hybrid (DEAL),de,10624,525,0.0494164156626506
2018,ACM (hebis),de,150,0,0
2018,AIP (TIB),de,936,0,0
2018,BMJ (BSB),de,138,1,0.007246376811594203
2018,CUP (BSB),de,540,27,0.05
2018,De Gruyter (SUB Göttingen),de,238,1,0.004201680672268907
2018,De Gruyter (ZBW),de,151,10,0.06622516556291391
2018,ECS (TIB),de,112,67,0.5982142857142857
2018,Hogrefe (SUB Göttingen),de,309,8,0.025889967637540454
2018,IOP (TIB),de,813,163,0.2004920049200492
2018,Karger (BSB),de,339,12,0.035398230088495575
2018,Nature (MPDL),de,503,7,0.013916500994035786
2018,Portland Press (TIB),de,34,8,0.23529411764705882
2018,RSC (TIB),de,1317,259,0.19665907365223995
2018,Sage (BSB),de,1409,11,0.007806955287437899
2018,SPIE (TIB),de,39,0,0
2018,Springer Hybrid (DEAL),de,14507,1190,0.0820293651340732
2018,TaylorFrancis (ZBW),de,532,60,0.11278195488721804
2018,Thieme 1 (ZB MED),de,16,1,0.0625
2018,Thieme 2 (ZB MED),de,69,2,0.028985507246376812
2018,Wiley Hybrid (DEAL),de,10937,685,0.0626314345798665
2019,ACM (hebis),de,162,0,0
2019,AIP (TIB),de,923,0,0
2019,BMJ (BSB),de,150,16,0.10666666666666667
2019,CUP (BSB),de,511,177,0.34637964774951074
2019,De Gruyter (SUB Göttingen),de,291,11,0.037800687285223365
2019,De Gruyter (ZBW),de,190,33,0.1736842105263158
2019,ECS (TIB),de,98,77,0.7857142857142857
2019,Hogrefe (SUB Göttingen),de,350,26,0.07428571428571429
2019,IOP (TIB),de,726,283,0.38980716253443526
2019,Karger (BSB),de,334,14,0.041916167664670656
2019,Nature (MPDL),de,541,4,0.0073937153419593345
2019,Portland Press (TIB),de,47,10,0.2127659574468085
2019,RSC (TIB),de,1303,393,0.3016116653875672
2019,Sage (BSB),de,1483,100,0.06743088334457181
2019,SPIE (TIB),de,36,0,0
2019,Springer Hybrid (DEAL),de,14736,1402,0.09514115092290988
2019,TaylorFrancis (ZBW),de,563,90,0.15985790408525755
2019,Thieme 1 (ZB MED),de,12,2,0.16666666666666666
2019,Thieme 2 (ZB MED),de,74,9,0.12162162162162163
2019,Wiley Hybrid (DEAL),de,10334,3655,0.35368685891232826
2020,ACM (hebis),de,166,0,0
2020,AIP (TIB),de,858,0,0
2020,BMJ (BSB),de,182,40,0.21978021978021978
2020,CUP (BSB),de,607,257,0.4233937397034596
2020,De Gruyter (SUB Göttingen),de,324,11,0.033950617283950615
2020,De Gruyter (ZBW),de,137,11,0.08029197080291971
2020,ECS (TIB),de,115,80,0.6956521739130435
2020,Hogrefe (SUB Göttingen),de,347,34,0.09798270893371758
2020,IOP (TIB),de,758,386,0.5092348284960422
2020,Karger (BSB),de,430,82,0.19069767441860466
2020,Nature (MPDL),de,517,11,0.02127659574468085
2020,Portland Press (TIB),de,34,18,0.5294117647058824
2020,RSC (TIB),de,1284,448,0.34890965732087226
2020,Sage (BSB),de,1544,372,0.24093264248704663
2020,SPIE (TIB),de,32,0,0
2020,Springer Hybrid (DEAL),de,15989,8991,0.5623240978172493
2020,TaylorFrancis (ZBW),de,590,106,0.17966101694915254
2020,Thieme 1 (ZB MED),de,17,8,0.47058823529411764
2020,Thieme 2 (ZB MED),de,56,2,0.03571428571428571
2020,Wiley Hybrid (DEAL),de,11684,8683,0.7431530297843204
2021,ACM (hebis),de,191,0,0
2021,AIP (TIB),de,814,0,0
2021,BMJ (BSB),de,177,82,0.4632768361581921
2021,CUP (BSB),de,632,338,0.5348101265822784
2021,De Gruyter (SUB Göttingen),de,355,19,0.05352112676056338
2021,De Gruyter (ZBW),de,140,17,0.12142857142857143
2021,ECS (TIB),de,89,69,0.7752808988764045
2021,Hogrefe (SUB Göttingen),de,372,162,0.43548387096774194
2021,IOP (TIB),de,639,441,0.6901408450704225
2021,Karger (BSB),de,385,111,0.2883116883116883
2021,Nature (MPDL),de,590,154,0.26101694915254237
2021,Portland Press (TIB),de,48,31,0.6458333333333334
2021,RSC (TIB),de,1213,479,0.3948887056883759
2021,Sage (BSB),de,1520,725,0.4769736842105263
2021,SPIE (TIB),de,34,0,0
2021,Springer Hybrid (DEAL),de,17392,11546,0.6638684452621895
2021,TaylorFrancis (ZBW),de,599,176,0.2938230383973289
2021,Thieme 1 (ZB MED),de,13,4,0.3076923076923077
2021,Thieme 2 (ZB MED),de,60,18,0.3
2021,Wiley Hybrid (DEAL),de,11772,9810,0.8333333333333334
2022,ACM (hebis),de,215,0,0
2022,AIP (TIB),de,810,0,0
2022,BMJ (BSB),de,163,71,0.43558282208588955
2022,CUP (BSB),de,622,402,0.6463022508038585
2022,De Gruyter (SUB Göttingen),de,336,159,0.4732142857142857
2022,De Gruyter (ZBW),de,137,22,0.16058394160583941
2022,ECS (TIB),de,80,63,0.7875
2022,Hogrefe (SUB Göttingen),de,394,229,0.5812182741116751
2022,IOP (TIB),de,566,488,0.8621908127208481
2022,Karger (BSB),de,259,79,0.305019305019305
2022,Nature (MPDL),de,658,284,0.4316109422492401
2022,Portland Press (TIB),de,23,18,0.782608695652174
2022,RSC (TIB),de,1059,528,0.4985835694050991
2022,Sage (BSB),de,1566,792,0.5057471264367817
2022,SPIE (TIB),de,29,0,0
2022,Springer Hybrid (DEAL),de,13660,10196,0.7464128843338214
2022,TaylorFrancis (ZBW),de,533,164,0.3076923076923077
2022,Thieme 1 (ZB MED),de,19,5,0.2631578947368421
2022,Thieme 2 (ZB MED),de,34,13,0.38235294117647056
2022,Wiley Hybrid (DEAL),de,10143,8261,0.8144533175589076
2023,ACM (hebis),de,111,0,0
2023,AIP (TIB),de,379,0,0
2023,BMJ (BSB),de,73,36,0.4931506849315068
2023,CUP (BSB),de,308,169,0.5487012987012987
2023,De Gruyter (SUB Göttingen),de,102,40,0.39215686274509803
2023,De Gruyter (ZBW),de,59,40,0.6779661016949152
2023,ECS (TIB),de,56,46,0.8214285714285714
2023,Hogrefe (SUB Göttingen),de,253,168,0.6640316205533597
2023,IOP (TIB),de,354,284,0.8022598870056498
2023,Karger (BSB),de,50,16,0.32
2023,Nature (MPDL),de,381,200,0.5249343832020997
2023,Portland Press (TIB),de,10,4,0.4
2023,RSC (TIB),de,577,301,0.5216637781629117
2023,Sage (BSB),de,735,385,0.5238095238095238
2023,SPIE (TIB),de,15,0,0
2023,Springer Hybrid (DEAL),de,6458,4903,0.7592133787550325
2023,TaylorFrancis (ZBW),de,251,78,0.3107569721115538
2023,Thieme 1 (ZB MED),de,2,1,0.5
2023,Thieme 2 (ZB MED),de,19,7,0.3684210526315789
2023,Wiley Hybrid (DEAL),de,5514,4418,0.8012332245194052
