cr_year,jn_all,cc,cc_total,prop
2017,31,CC BY,2,0.06451612903225806
2017,31,CC BY-SA,0,0
2017,31,CC BY-NC,0,0
2017,31,CC BY-NC-SA,0,0
2017,31,CC BY-ND,0,0
2017,31,CC BY-NC-ND,1,0.03225806451612903
2018,35,CC BY,4,0.11428571428571428
2018,35,CC BY-SA,0,0
2018,35,CC BY-NC,0,0
2018,35,CC BY-NC-SA,0,0
2018,35,CC BY-ND,0,0
2018,35,CC BY-NC-ND,4,0.11428571428571428
2019,48,CC BY,2,0.041666666666666664
2019,48,CC BY-SA,0,0
2019,48,CC BY-NC,0,0
2019,48,CC BY-NC-SA,0,0
2019,48,CC BY-ND,0,0
2019,48,CC BY-NC-ND,8,0.16666666666666666
2020,34,CC BY,12,0.35294117647058826
2020,34,CC BY-SA,0,0
2020,34,CC BY-NC,0,0
2020,34,CC BY-NC-SA,0,0
2020,34,CC BY-ND,0,0
2020,34,CC BY-NC-ND,6,0.17647058823529413
2021,47,CC BY,23,0.48936170212765956
2021,47,CC BY-SA,0,0
2021,47,CC BY-NC,0,0
2021,47,CC BY-NC-SA,0,0
2021,47,CC BY-ND,0,0
2021,47,CC BY-NC-ND,7,0.14893617021276595
2022,24,CC BY,15,0.625
2022,24,CC BY-SA,0,0
2022,24,CC BY-NC,0,0
2022,24,CC BY-NC-SA,0,0
2022,24,CC BY-ND,0,0
2022,24,CC BY-NC-ND,4,0.16666666666666666
2023,16,CC BY,7,0.4375
2023,16,CC BY-SA,0,0
2023,16,CC BY-NC,0,0
2023,16,CC BY-NC-SA,0,0
2023,16,CC BY-ND,0,0
2023,16,CC BY-NC-ND,1,0.0625
2024,12,CC BY,7,0.5833333333333334
2024,12,CC BY-SA,0,0
2024,12,CC BY-NC,0,0
2024,12,CC BY-NC-SA,0,0
2024,12,CC BY-ND,0,0
2024,12,CC BY-NC-ND,1,0.08333333333333333
