cr_year,esac_publisher,collection,articles,oa_articles,oa_prop
2017,ACM (hebis),de,128,0,0
2017,AIP (TIB),de,1081,1,9.250693802035153e-4
2017,BMJ (BSB),de,164,0,0
2017,CUP (BSB),de,508,22,0.04330708661417323
2017,De Gruyter (SUB Göttingen),de,216,8,0.037037037037037035
2017,De Gruyter (ZBW),de,134,7,0.05223880597014925
2017,ECS (TIB),de,84,0,0
2017,Elsevier (DEAL),de,16031,871,0.05433223130185266
2017,Hogrefe (SUB Göttingen),de,286,7,0.024475524475524476
2017,IOP (TIB),de,941,107,0.11370882040382571
2017,Karger (BSB),de,379,13,0.03430079155672823
2017,Nature (MPDL),de,431,4,0.009280742459396751
2017,Portland Press (TIB),de,32,4,0.125
2017,RSC (TIB),de,1412,123,0.08711048158640226
2017,Sage (BSB),de,1387,3,0.0021629416005767843
2017,SPIE (TIB),de,44,0,0
2017,Springer Hybrid (DEAL),de,13611,1036,0.0761149070604658
2017,TaylorFrancis (ZBW),de,534,39,0.07303370786516854
2017,Thieme (ZB MED),de,73,1,0.0136986301369863
2017,Wiley Hybrid (DEAL),de,10365,532,0.05132657983598649
2018,ACM (hebis),de,143,0,0
2018,AIP (TIB),de,942,0,0
2018,BMJ (BSB),de,142,1,0.007042253521126761
2018,CUP (BSB),de,559,27,0.04830053667262969
2018,De Gruyter (SUB Göttingen),de,215,1,0.004651162790697674
2018,De Gruyter (ZBW),de,137,8,0.058394160583941604
2018,ECS (TIB),de,121,71,0.5867768595041323
2018,Elsevier (DEAL),de,15967,1044,0.06538485626604873
2018,Hogrefe (SUB Göttingen),de,316,8,0.02531645569620253
2018,IOP (TIB),de,820,171,0.20853658536585365
2018,Karger (BSB),de,375,12,0.032
2018,Nature (MPDL),de,514,8,0.01556420233463035
2018,Portland Press (TIB),de,35,8,0.22857142857142856
2018,RSC (TIB),de,1334,260,0.19490254872563717
2018,Sage (BSB),de,1364,11,0.008064516129032258
2018,SPIE (TIB),de,38,0,0
2018,Springer Hybrid (DEAL),de,13677,1163,0.08503326752942897
2018,TaylorFrancis (ZBW),de,508,57,0.11220472440944881
2018,Thieme (ZB MED),de,81,3,0.037037037037037035
2018,Wiley Hybrid (DEAL),de,10727,685,0.06385755570056866
2019,ACM (hebis),de,162,0,0
2019,AIP (TIB),de,907,0,0
2019,BMJ (BSB),de,152,14,0.09210526315789473
2019,CUP (BSB),de,512,177,0.345703125
2019,De Gruyter (SUB Göttingen),de,257,11,0.042801556420233464
2019,De Gruyter (ZBW),de,163,28,0.17177914110429449
