cr_year,jn_all,cc,cc_total,prop
2017,1965,CC BY,50,0.02544529262086514
2017,1965,CC BY-SA,0,0
2017,1965,CC BY-NC,0,0
2017,1965,CC BY-NC-SA,0,0
2017,1965,CC BY-ND,0,0
2017,1965,CC BY-NC-ND,0,0
2018,2035,CC BY,259,0.12727272727272726
2018,2035,CC BY-SA,0,0
2018,2035,CC BY-NC,0,0
2018,2035,CC BY-NC-SA,0,0
2018,2035,CC BY-ND,0,0
2018,2035,CC BY-NC-ND,0,0
2019,1885,CC BY,250,0.13262599469496023
2019,1885,CC BY-SA,0,0
2019,1885,CC BY-NC,0,0
2019,1885,CC BY-NC-SA,0,0
2019,1885,CC BY-ND,0,0
2019,1885,CC BY-NC-ND,0,0
2020,1863,CC BY,522,0.28019323671497587
2020,1863,CC BY-SA,0,0
2020,1863,CC BY-NC,0,0
2020,1863,CC BY-NC-SA,0,0
2020,1863,CC BY-ND,0,0
2020,1863,CC BY-NC-ND,0,0
2021,1793,CC BY,508,0.2833240379252649
2021,1793,CC BY-SA,0,0
2021,1793,CC BY-NC,0,0
2021,1793,CC BY-NC-SA,0,0
2021,1793,CC BY-ND,0,0
2021,1793,CC BY-NC-ND,0,0
2022,1662,CC BY,541,0.32551143200962696
2022,1662,CC BY-SA,0,0
2022,1662,CC BY-NC,0,0
2022,1662,CC BY-NC-SA,0,0
2022,1662,CC BY-ND,0,0
2022,1662,CC BY-NC-ND,0,0
2023,1518,CC BY,529,0.3484848484848485
2023,1518,CC BY-SA,0,0
2023,1518,CC BY-NC,0,0
2023,1518,CC BY-NC-SA,0,0
2023,1518,CC BY-ND,0,0
2023,1518,CC BY-NC-ND,0,0
2024,1351,CC BY,484,0.3582531458179127
2024,1351,CC BY-SA,0,0
2024,1351,CC BY-NC,0,0
2024,1351,CC BY-NC-SA,0,0
2024,1351,CC BY-ND,0,0
2024,1351,CC BY-NC-ND,0,0
