cr_year,esac_publisher,collection,articles,oa_articles,oa_prop
2017,AIP Publishing,de,1084,1,9.225092250922509e-4
2017,Akadémiai Kiadó,de,12,0,0
2017,American Chemical Society,de,2514,2,7.955449482895784e-4
2017,American Meteorological Society,de,73,0,0
2017,American Physical Society,de,1914,47,0.024555903866248695
2017,American Physiological Society,de,96,0,0
2017,American Psychological Association,de,209,3,0.014354066985645933
2017,Association for Computing Machinery,de,226,0,0
2017,Bentham Science Publishers,de,96,1,0.010416666666666666
2017,Bioscientifica,de,27,6,0.2222222222222222
2017,BMJ Publishing,de,196,0,0
2017,Brill,de,299,4,0.013377926421404682
2017,Bristol University Press,de,8,0,0
2017,Cambridge University Press,de,574,21,0.036585365853658534
2017,Canadian Science Publishing,de,25,0,0
2017,Cold Spring Harbor Laboratory Press,de,36,0,0
2017,Company of Biologists,de,108,2,0.018518518518518517
2017,CSIRO,de,39,0,0
2017,EDP Sciences,de,481,22,0.04573804573804574
2017,Edward Elgar Publishing,de,0,0,NA
2017,Elsevier,de,16540,896,0.054171704957678354
2017,Emerald,de,277,0,0
2017,European Respiratory Society,de,44,0,0
2017,Future Science Group,de,69,0,0
2017,Hogrefe,de,287,7,0.024390243902439025
2017,IEEE,de,1064,11,0.010338345864661654
2017,Inter-Research Science Publisher,de,2,0,0
2017,IOP Publishing,de,1253,113,0.09018355945730247
2017,IOS Press,de,202,14,0.06930693069306931
2017,IWA Publishing,de,2,0,0
2017,John Benjamins Publishing,de,87,0,0
2017,Karger,de,407,13,0.03194103194103194
2017,"Mary Ann Liebert, Inc.",de,155,0,0
2017,Microbiology Society,de,80,0,0
2017,National Academy of Sciences,de,193,13,0.06735751295336788
2017,Optica,de,126,0,0
2017,Oxford University Press,de,2971,109,0.03668798384382363
2017,Portland Press,de,32,4,0.125
2017,Radiological Society of North America,de,26,0,0
2017,Rockefeller University Press,de,53,5,0.09433962264150944
2017,Royal College of General Practitioners,de,2,0,0
2017,Royal Irish Academy,de,0,0,NA
2017,Royal Society of Chemistry,de,1478,125,0.08457374830852503
2017,Sage,de,1440,4,0.002777777777777778
2017,Society for Neuroscience,de,65,0,0
2017,SPIE,de,44,0,0
2017,Springer Nature,de,16294,1100,0.06750951270406284
2017,Taylor and Francis,de,2990,178,0.05953177257525084
2017,The Electrochemical Society,de,277,0,0
2017,The Geological Society of London,de,12,1,0.08333333333333333
2017,The Royal Society,de,129,0,0
2017,Thieme,de,2192,41,0.018704379562043797
2017,Trans Tech Publications,de,219,27,0.1232876712328767
2017,Walter de Gruyter,de,2767,100,0.03614022406938923
2017,White Horse Press,de,0,0,NA
2017,Wiley,de,10465,531,0.05074056378404204
2017,Wolters Kluwer Health,de,1606,36,0.0224159402241594
2017,World Scientific,de,203,0,0
2018,AIP Publishing,de,934,0,0
2018,Akadémiai Kiadó,de,12,0,0
2018,American Chemical Society,de,2679,6,0.0022396416573348264
2018,American Meteorological Society,de,74,0,0
2018,American Physical Society,de,1977,253,0.1279716742539201
2018,American Physiological Society,de,89,0,0
2018,American Psychological Association,de,213,5,0.023474178403755867
2018,Association for Computing Machinery,de,244,0,0
2018,Bentham Science Publishers,de,93,2,0.021505376344086023
2018,Bioscientifica,de,28,4,0.14285714285714285
2018,BMJ Publishing,de,178,1,0.0056179775280898875
2018,Brill,de,311,9,0.028938906752411574
2018,Bristol University Press,de,7,0,0
2018,Cambridge University Press,de,634,32,0.050473186119873815
2018,Canadian Science Publishing,de,20,0,0
2018,Cold Spring Harbor Laboratory Press,de,16,0,0
2018,Company of Biologists,de,95,5,0.05263157894736842
2018,CSIRO,de,25,0,0
2018,EDP Sciences,de,523,34,0.06500956022944551
2018,Edward Elgar Publishing,de,1,0,0
2018,Elsevier,de,16481,1067,0.06474121715915296
2018,Emerald,de,296,1,0.0033783783783783786
2018,European Respiratory Society,de,33,0,0
2018,Future Science Group,de,67,0,0
2018,Hogrefe,de,320,8,0.025
2018,IEEE,de,1165,17,0.014592274678111588
2018,Inter-Research Science Publisher,de,0,0,NA
2018,IOP Publishing,de,1066,247,0.23170731707317074
2018,IOS Press,de,151,13,0.08609271523178808
2018,IWA Publishing,de,1,0,0
2018,John Benjamins Publishing,de,84,1,0.011904761904761904
2018,Karger,de,416,13,0.03125
2018,"Mary Ann Liebert, Inc.",de,150,0,0
2018,Microbiology Society,de,51,0,0
2018,National Academy of Sciences,de,231,102,0.44155844155844154
2018,Optica,de,154,0,0
2018,Oxford University Press,de,3130,216,0.06900958466453674
2018,Portland Press,de,35,8,0.22857142857142856
2018,Radiological Society of North America,de,25,0,0
2018,Rockefeller University Press,de,44,12,0.2727272727272727
2018,Royal College of General Practitioners,de,1,0,0
2018,Royal Irish Academy,de,0,0,NA
2018,Royal Society of Chemistry,de,1383,264,0.19088937093275488
2018,Sage,de,1443,11,0.007623007623007623
2018,Society for Neuroscience,de,54,0,0
2018,SPIE,de,39,0,0
2018,Springer Nature,de,16410,1234,0.07519804996953078
2018,Taylor and Francis,de,2820,173,0.06134751773049645
2018,The Electrochemical Society,de,220,75,0.3409090909090909
2018,The Geological Society of London,de,31,3,0.0967741935483871
2018,The Royal Society,de,152,0,0
2018,Thieme,de,2664,62,0.023273273273273273
2018,Trans Tech Publications,de,160,38,0.2375
2018,Walter de Gruyter,de,2871,72,0.025078369905956112
2018,White Horse Press,de,2,0,0
2018,Wiley,de,10854,689,0.0634789017873595
2018,Wolters Kluwer Health,de,1342,34,0.02533532041728763
2018,World Scientific,de,190,0,0
2019,AIP Publishing,de,900,0,0
2019,Akadémiai Kiadó,de,9,0,0
2019,American Chemical Society,de,2810,10,0.0035587188612099642
2019,American Meteorological Society,de,91,2,0.02197802197802198
2019,American Physical Society,de,1863,248,0.13311862587224907
2019,American Physiological Society,de,85,0,0
2019,American Psychological Association,de,173,13,0.07514450867052024
2019,Association for Computing Machinery,de,247,3,0.012145748987854251
2019,Bentham Science Publishers,de,46,11,0.2391304347826087
2019,Bioscientifica,de,34,1,0.029411764705882353
2019,BMJ Publishing,de,190,19,0.1
2019,Brill,de,402,17,0.04228855721393035
2019,Bristol University Press,de,15,1,0.06666666666666667
2019,Cambridge University Press,de,572,184,0.32167832167832167
2019,Canadian Science Publishing,de,21,0,0
2019,Cold Spring Harbor Laboratory Press,de,15,0,0
2019,Company of Biologists,de,107,4,0.037383177570093455
2019,CSIRO,de,25,0,0
2019,EDP Sciences,de,561,156,0.27807486631016043
2019,Edward Elgar Publishing,de,2,0,0
2019,Elsevier,de,15896,1255,0.07895067941620533
2019,Emerald,de,361,0,0
2019,European Respiratory Society,de,32,4,0.125
2019,Future Science Group,de,74,0,0
2019,Hogrefe,de,345,26,0.07536231884057971
2019,IEEE,de,1072,38,0.03544776119402985
2019,Inter-Research Science Publisher,de,1,0,0
2019,IOP Publishing,de,961,380,0.39542143600416235
2019,IOS Press,de,205,16,0.07804878048780488
2019,IWA Publishing,de,0,0,NA
2019,John Benjamins Publishing,de,95,4,0.042105263157894736
2019,Karger,de,396,14,0.03535353535353535
2019,"Mary Ann Liebert, Inc.",de,131,0,0
2019,Microbiology Society,de,64,0,0
2019,National Academy of Sciences,de,206,94,0.4563106796116505
2019,Optica,de,157,0,0
2019,Oxford University Press,de,2131,329,0.15438761145002347
2019,Portland Press,de,48,10,0.20833333333333334
2019,Radiological Society of North America,de,33,0,0
2019,Rockefeller University Press,de,40,9,0.225
2019,Royal College of General Practitioners,de,3,0,0
2019,Royal Irish Academy,de,0,0,NA
2019,Royal Society of Chemistry,de,1381,398,0.28819695872556117
2019,Sage,de,1487,104,0.0699394754539341
2019,Society for Neuroscience,de,53,0,0
2019,SPIE,de,38,0,0
2019,Springer Nature,de,16656,1445,0.08675552353506244
2019,Taylor and Francis,de,3073,344,0.11194272697689554
2019,The Electrochemical Society,de,196,89,0.45408163265306123
2019,The Geological Society of London,de,17,0,0
2019,The Royal Society,de,124,0,0
2019,Thieme,de,1788,93,0.05201342281879195
2019,Trans Tech Publications,de,136,17,0.125
2019,Walter de Gruyter,de,3029,181,0.05975569494882799
2019,White Horse Press,de,3,0,0
2019,Wiley,de,10336,3741,0.3619388544891641
2019,Wolters Kluwer Health,de,1406,52,0.03698435277382646
2019,World Scientific,de,219,0,0
2020,AIP Publishing,de,852,0,0
2020,Akadémiai Kiadó,de,13,3,0.23076923076923078
2020,American Chemical Society,de,2687,29,0.010792705619650168
2020,American Meteorological Society,de,70,0,0
2020,American Physical Society,de,1835,514,0.28010899182561305
2020,American Physiological Society,de,78,0,0
2020,American Psychological Association,de,207,6,0.028985507246376812
2020,Association for Computing Machinery,de,234,14,0.05982905982905983
2020,Bentham Science Publishers,de,44,15,0.3409090909090909
2020,Bioscientifica,de,32,2,0.0625
2020,BMJ Publishing,de,231,48,0.2077922077922078
2020,Brill,de,445,28,0.06292134831460675
2020,Bristol University Press,de,14,1,0.07142857142857142
2020,Cambridge University Press,de,657,262,0.3987823439878234
2020,Canadian Science Publishing,de,15,0,0
2020,Cold Spring Harbor Laboratory Press,de,16,0,0
2020,Company of Biologists,de,91,3,0.03296703296703297
2020,CSIRO,de,13,0,0
2020,EDP Sciences,de,527,234,0.444022770398482
2020,Edward Elgar Publishing,de,5,2,0.4
2020,Elsevier,de,15018,1617,0.10767079504594487
2020,Emerald,de,312,0,0
2020,European Respiratory Society,de,41,14,0.34146341463414637
2020,Future Science Group,de,48,0,0
2020,Hogrefe,de,357,34,0.09523809523809523
2020,IEEE,de,1187,148,0.12468407750631845
2020,Inter-Research Science Publisher,de,14,0,0
2020,IOP Publishing,de,1136,479,0.4216549295774648
2020,IOS Press,de,168,33,0.19642857142857142
2020,IWA Publishing,de,0,0,NA
2020,John Benjamins Publishing,de,114,7,0.06140350877192982
2020,Karger,de,488,90,0.18442622950819673
2020,"Mary Ann Liebert, Inc.",de,129,0,0
2020,Microbiology Society,de,48,0,0
2020,National Academy of Sciences,de,242,123,0.5082644628099173
2020,Optica,de,134,0,0
2020,Oxford University Press,de,2262,471,0.20822281167108753
2020,Portland Press,de,34,18,0.5294117647058824
2020,Radiological Society of North America,de,19,0,0
2020,Rockefeller University Press,de,36,7,0.19444444444444445
2020,Royal College of General Practitioners,de,1,1,1
2020,Royal Irish Academy,de,0,0,NA
2020,Royal Society of Chemistry,de,1313,457,0.3480578827113481
2020,Sage,de,1544,387,0.2506476683937824
2020,Society for Neuroscience,de,64,0,0
2020,SPIE,de,31,0,0
2020,Springer Nature,de,18546,8964,0.4833387253316079
2020,Taylor and Francis,de,3039,437,0.14379730174399474
2020,The Electrochemical Society,de,348,85,0.2442528735632184
2020,The Geological Society of London,de,12,2,0.16666666666666666
2020,The Royal Society,de,187,54,0.2887700534759358
2020,Thieme,de,1925,98,0.05090909090909091
2020,Trans Tech Publications,de,42,1,0.023809523809523808
2020,Walter de Gruyter,de,3025,233,0.07702479338842975
2020,White Horse Press,de,2,0,0
2020,Wiley,de,11358,8499,0.748283148441627
2020,Wolters Kluwer Health,de,1465,53,0.03617747440273038
2020,World Scientific,de,193,0,0
2021,AIP Publishing,de,798,0,0
2021,Akadémiai Kiadó,de,7,1,0.14285714285714285
2021,American Chemical Society,de,2676,591,0.22085201793721973
2021,American Meteorological Society,de,70,7,0.1
2021,American Physical Society,de,1784,499,0.2797085201793722
2021,American Physiological Society,de,97,0,0
2021,American Psychological Association,de,152,39,0.2565789473684211
2021,Association for Computing Machinery,de,281,19,0.06761565836298933
2021,Bentham Science Publishers,de,48,13,0.2708333333333333
2021,Bioscientifica,de,32,4,0.125
2021,BMJ Publishing,de,209,88,0.42105263157894735
2021,Brill,de,454,45,0.09911894273127753
2021,Bristol University Press,de,19,4,0.21052631578947367
2021,Cambridge University Press,de,692,376,0.5433526011560693
2021,Canadian Science Publishing,de,16,0,0
2021,Cold Spring Harbor Laboratory Press,de,16,0,0
2021,Company of Biologists,de,90,33,0.36666666666666664
2021,CSIRO,de,13,0,0
2021,EDP Sciences,de,533,283,0.5309568480300187
2021,Edward Elgar Publishing,de,4,0,0
2021,Elsevier,de,15236,2468,0.1619847729062746
2021,Emerald,de,277,0,0
2021,European Respiratory Society,de,33,17,0.5151515151515151
2021,Future Science Group,de,53,0,0
2021,Hogrefe,de,373,157,0.42091152815013405
2021,IEEE,de,1315,197,0.14980988593155894
2021,Inter-Research Science Publisher,de,10,3,0.3
2021,IOP Publishing,de,870,535,0.6149425287356322
