cr_year,issn_l,collection,articles,oa_articles
2017,0018-9162,de,10,0
2017,0018-9162,global,340,0
2017,0018-9197,de,3,0
2017,0018-9197,global,133,2
2017,0018-9200,de,5,0
2017,0018-9200,global,359,1
2017,0018-9219,de,1,0
2017,0018-9219,global,222,5
2017,0018-9235,de,4,0
2017,0018-9235,global,265,0
2017,0018-9251,de,3,0
2017,0018-9251,global,270,9
2017,0018-926X,de,17,0
2017,0018-926X,global,946,7
2017,0018-9286,de,25,1
2017,0018-9286,global,733,9
2017,0018-9294,de,13,0
2017,0018-9294,global,354,11
2017,0018-9316,de,2,0
2017,0018-9316,global,98,0
2017,0018-9340,de,4,0
2017,0018-9340,global,165,0
2017,0018-9359,de,0,0
2017,0018-9359,global,65,0
2017,0018-9375,de,6,2
2017,0018-9375,global,304,2
2017,0018-9383,de,19,0
2017,0018-9383,global,826,6
2017,0018-9391,de,1,0
2017,0018-9391,global,78,0
2017,0018-9448,de,17,0
2017,0018-9448,global,511,1
2017,0018-9456,de,15,0
2017,0018-9456,global,443,3
2017,0018-9464,de,28,1
2017,0018-9464,global,1018,2
2017,0018-9480,de,36,1
2017,0018-9480,global,607,10
2017,0018-9499,de,16,0
2017,0018-9499,global,486,9
2017,0018-9529,de,4,0
2017,0018-9529,global,123,1
2017,0018-9545,de,12,0
2017,0018-9545,global,894,7
2017,0090-6778,de,11,0
2017,0090-6778,global,434,12
2017,0093-3813,de,10,0
2017,0093-3813,global,599,1
2017,0093-9994,de,9,0
2017,0093-9994,global,658,0
2017,0098-3063,de,0,0
2017,0098-3063,global,83,0
2017,0098-5589,de,4,0
2017,0098-5589,global,63,4
2017,0162-8828,de,4,0
2017,0162-8828,global,239,2
2017,0163-6804,de,12,0
2017,0163-6804,global,541,0
2017,0196-2892,de,18,0
2017,0196-2892,global,614,8
2017,0272-1716,de,7,0
2017,0272-1716,global,112,0
2017,0272-1732,de,0,0
2017,0272-1732,global,140,0
2017,0278-0046,de,22,0
2017,0278-0046,global,1058,10
2017,0278-0062,de,15,0
2017,0278-0062,global,307,12
2017,0278-0070,de,6,0
2017,0278-0070,global,242,0
2017,0278-0097,de,1,0
2017,0278-0097,global,102,0
2017,0278-6648,de,0,0
2017,0278-6648,global,88,0
2017,0360-8581,de,3,0
2017,0360-8581,global,87,0
2017,0361-1434,de,0,0
2017,0361-1434,global,58,0
2017,0364-9059,de,1,0
2017,0364-9059,global,96,1
2017,0733-8716,de,1,0
2017,0733-8716,global,303,2
2017,0733-8724,de,25,1
2017,0733-8724,global,795,9
2017,0740-7459,de,5,0
2017,0740-7459,global,169,0
2017,0741-3106,de,6,0
2017,0741-3106,global,518,2
2017,0840-8688,de,0,0
2017,0840-8688,global,32,0
2017,0883-7554,de,0,0
2017,0883-7554,global,123,0
2017,0885-3010,de,4,0
2017,0885-3010,global,209,9
2017,0885-8950,de,3,0
2017,0885-8950,global,460,8
2017,0885-8969,de,5,0
2017,0885-8969,global,187,4
2017,0885-8977,de,7,0
2017,0885-8977,global,310,4
2017,0885-8985,de,3,0
2017,0885-8985,global,202,0
2017,0885-8993,de,9,0
2017,0885-8993,global,831,9
2017,0890-8044,de,1,0
2017,0890-8044,global,142,0
2017,0894-6507,de,2,0
2017,0894-6507,global,104,0
2017,1041-1135,de,17,0
2017,1041-1135,global,711,3
2017,1041-4347,de,4,0
2017,1041-4347,global,201,0
2017,1045-9219,de,3,0
2017,1045-9219,global,249,1
2017,1045-9243,de,3,0
2017,1045-9243,global,198,0
2017,1051-8215,de,3,0
2017,1051-8215,global,259,3
2017,1051-8223,de,30,0
2017,1051-8223,global,727,3
2017,1053-587X,de,13,0
2017,1053-587X,global,642,7
2017,1053-5888,de,3,0
2017,1053-5888,global,146,0
2017,1057-7149,de,5,0
2017,1057-7149,global,572,7
2017,1057-7157,de,3,0
2017,1057-7157,global,179,1
2017,1058-6180,de,0,0
2017,1058-6180,global,102,0
2017,1063-6536,de,5,0
2017,1063-6536,global,244,2
2017,1063-6692,de,6,0
